[Strings]
nth   paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0     0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1     0x00000091 0x00000091 4   5            ascii   L_ns
2     0x00000099 0x00000099 4   5            ascii   )Unf
3     0x000000b9 0x000000b9 4   5            ascii   )Wn]
4     0x000000bf 0x000000bf 6   7            ascii   nV*Kns
5     0x000000c7 0x000000c7 6   7            ascii   nV*Qnp
6     0x000000d7 0x000000d7 6   7            ascii   nV*Tnp
7     0x000000df 0x000000df 6   7            ascii   nRichq
8     0x000001e8 0x000001e8 5   6            ascii   .text
9     0x0000020f 0x0000020f 7   8            ascii   `.rdata
10    0x00000237 0x00000237 6   7            ascii   @.data
11    0x00000260 0x00000260 5   6            ascii   .vmp0
12    0x00000288 0x00000288 5   6            ascii   .vmp1
13    0x000002b0 0x000002b0 6   7            ascii   .reloc
14    0x000002d7 0x000002d7 6   7            ascii   @.rsrc
12670 0x0007cd1a 0x0055791a 7   8    .vmp1   ascii   &|1s_\eh
12671 0x0007cd2b 0x0055792b 5   6    .vmp1   ascii   \a9'wt
12672 0x0007cd31 0x00557931 4   5    .vmp1   ascii   se$;
12673 0x0007cd6b 0x0055796b 4   5    .vmp1   ascii   |^ca
12674 0x0007cdc3 0x005579c3 6   7    .vmp1   ascii   Z"\t>b\a
12675 0x0007cdde 0x005579de 6   7    .vmp1   ascii   eo\v,\aK
12676 0x0007ce1f 0x00557a1f 6   9    .vmp1   utf8    >ҥc65ӛ blocks=Basic Latin,Cyrillic
12677 0x0007ce28 0x00557a28 6   7    .vmp1   ascii   D(\vmRe
12678 0x0007ce59 0x00557a59 6   7    .vmp1   ascii   \aoLW\nl
12679 0x0007ce86 0x00557a86 4   5    .vmp1   ascii   8J(j
12680 0x0007ceb4 0x00557ab4 4   5    .vmp1   ascii   Z)*C
12681 0x0007cee3 0x00557ae3 4   5    .vmp1   ascii   \ahgH
12682 0x0007cef8 0x00557af8 7   8    .vmp1   ascii   U)72\atm
12683 0x0007cf17 0x00557b17 4   5    .vmp1   ascii   =\f4\
12684 0x0007cf40 0x00557b40 4   5    .vmp1   ascii   DxL7
12685 0x0007cf6b 0x00557b6b 4   6    .vmp1   utf8    nIoƊ blocks=Basic Latin,Latin Extended-B
12686 0x0007cf71 0x00557b71 4   5    .vmp1   ascii   \t\aG2
12687 0x0007cfd1 0x00557bd1 4   5    .vmp1   ascii   gqq\a
12688 0x0007cffa 0x00557bfa 6   7    .vmp1   ascii   rOIS\a\t
12689 0x0007d01c 0x00557c1c 4   5    .vmp1   ascii   u\a#V
12690 0x0007d049 0x00557c49 4   5    .vmp1   ascii   3"N\t
12691 0x0007d08a 0x00557c8a 5   6    .vmp1   ascii   &#Lwe
12692 0x0007d099 0x00557c99 4   5    .vmp1   ascii   j-;g
12693 0x0007d0db 0x00557cdb 4   5    .vmp1   ascii   \t &r
12694 0x0007d106 0x00557d06 4   6    .vmp1   utf8    \ad˼C blocks=Basic Latin,Spacing Modifier Letters
12695 0x0007d112 0x00557d12 8   9    .vmp1   ascii   \avW#aTD\v
12696 0x0007d17d 0x00557d7d 4   6    .vmp1   utf8    ߫\aM6 blocks=NKo,Basic Latin
12697 0x0007d214 0x00557e14 5   6    .vmp1   ascii   4#D)X
12698 0x0007d21f 0x00557e1f 5   7    .vmp1   utf8    _َzR\a blocks=Basic Latin,Arabic
12699 0x0007d228 0x00557e28 4   5    .vmp1   ascii   Z\fa
12700 0x0007d267 0x00557e67 4   5    .vmp1   ascii   \a\biE
12701 0x0007d284 0x00557e84 5   6    .vmp1   ascii   1#\a$%
12702 0x0007d295 0x00557e95 5   7    .vmp1   utf8    ؙNY\e\a blocks=Arabic,Basic Latin
12703 0x0007d2ab 0x00557eab 4   5    .vmp1   ascii   O\aq(
12704 0x0007d2d4 0x00557ed4 4   5    .vmp1   ascii   OR}I
12705 0x0007d2ed 0x00557eed 5   6    .vmp1   ascii   \t\a]E<
12706 0x0007d35b 0x00557f5b 5   9    .vmp1   utf8    ߄-\a|抮 blocks=NKo,Basic Latin,CJK Unified Ideographs
12707 0x0007d364 0x00557f64 4   5    .vmp1   ascii   p`\a!
12708 0x0007d3a0 0x00557fa0 4   6    .vmp1   utf8    Gv\aՒ blocks=Basic Latin,Armenian
12709 0x0007d3af 0x00557faf 4   5    .vmp1   ascii   `P3\t
12710 0x0007d3b6 0x00557fb6 4   5    .vmp1   ascii   \aGts
12711 0x0007d3ce 0x00557fce 4   5    .vmp1   ascii   3k1H
12712 0x0007d3d4 0x00557fd4 4   6    .vmp1   utf8    Vpݹ\a blocks=Basic Latin,Arabic Supplement
12713 0x0007d3ef 0x00557fef 4   7    .vmp1   utf8    /墐a\a blocks=Basic Latin,CJK Unified Ideographs
12714 0x0007d4bf 0x005580bf 6   9    .vmp1   utf8    \e7ܽ\aÖ blocks=Basic Latin,Syriac,Combining Diacritical Marks
12715 0x0007d4d8 0x005580d8 5   6    .vmp1   ascii   Y\v#Mp
12716 0x0007d506 0x00558106 7   8    .vmp1   ascii   Cn2+fMj
12717 0x0007d5ab 0x005581ab 4   5    .vmp1   ascii   #SZ!
12718 0x0007d5de 0x005581de 4   5    .vmp1   ascii   EQWD
12719 0x0007d608 0x00558208 5   8    .vmp1   utf8    wᛝ2\fM blocks=Basic Latin,Runic
12720 0x0007d617 0x00558217 6   8    .vmp1   utf8    ޖH!l,; blocks=Thaana,Basic Latin
12721 0x0007d665 0x00558265 5   6    .vmp1   ascii   \aQ'7i
12722 0x0007d671 0x00558271 8   11   .vmp1   utf8    vι\apƴWAE blocks=Basic Latin,Greek and Coptic,Latin Extended-B
12723 0x0007d6c0 0x005582c0 4   7    .vmp1   utf8    ֥SҠ/ blocks=Hebrew,Basic Latin,Cyrillic
12724 0x0007d6cd 0x005582cd 4   5    .vmp1   ascii   sRV\v
12725 0x0007d6f7 0x005582f7 6   8    .vmp1   utf8    X؊OuDs blocks=Basic Latin,Arabic
12726 0x0007d705 0x00558305 4   5    .vmp1   ascii   .B\aE
12727 0x0007d70f 0x0055830f 4   5    .vmp1   ascii   :\a|/
12728 0x0007d725 0x00558325 4   5    .vmp1   ascii   MQ\fp
12729 0x0007d72a 0x0055832a 14  16   .vmp1   utf8    \r<ȩr\aPCDK[N3i\a blocks=Basic Latin,Latin Extended-B
12730 0x0007d75c 0x0055835c 5   6    .vmp1   ascii   =V2US
12731 0x0007d786 0x00558386 5   6    .vmp1   ascii   )Z_\au
12732 0x0007d78c 0x0055838c 8   9    .vmp1   ascii   e(\r'9Q\az
12733 0x0007d7dc 0x005583dc 6   8    .vmp1   utf8    H̗Y\b#L blocks=Basic Latin,Combining Diacritical Marks
12734 0x0007d801 0x00558401 5   7    .vmp1   utf8    !91\bO
12735 0x0007d817 0x00558417 4   5    .vmp1   ascii   \v61\r
12736 0x0007d82d 0x0055842d 5   6    .vmp1   ascii   SwrB\t
12737 0x0007d860 0x00558460 7   8    .vmp1   ascii   ]\ecHU"V
12738 0x0007d88b 0x0055848b 6   8    .vmp1   utf8    L4e\e"\e
12739 0x0007d89f 0x0055849f 5   6    .vmp1   ascii   +s50-
12740 0x0007d8ee 0x005584ee 4   5    .vmp1   ascii   ,<u?
12741 0x0007d908 0x00558508 4   5    .vmp1   ascii   [\aIv
12742 0x0007d925 0x00558525 6   8    .vmp1   utf8    '\vFՏ*O blocks=Basic Latin,Armenian
12743 0x0007d94d 0x0055854d 4   6    .vmp1   utf8    n+ͻ@ blocks=Basic Latin,Greek and Coptic
12744 0x0007d95e 0x0055855e 6   7    .vmp1   ascii   ;Si2hM
12745 0x0007d965 0x00558565 4   5    .vmp1   ascii   s.l\a
12746 0x0007d96e 0x0055856e 4   7    .vmp1   utf8    @ޔoЬ blocks=Basic Latin,Thaana,Cyrillic
12747 0x0007d982 0x00558582 6   7    .vmp1   ascii   U\a\rYIi
12748 0x0007d9b4 0x005585b4 4   5    .vmp1   ascii   _Jp+
12749 0x0007d9c0 0x005585c0 4   6    .vmp1   utf8    \rՌo7 blocks=Basic Latin,Armenian
12750 0x0007d9f0 0x005585f0 5   6    .vmp1   ascii   Nih~Y
12751 0x0007da21 0x00558621 4   5    .vmp1   ascii   g)G\a
12752 0x0007da72 0x00558672 5   7    .vmp1   utf8    \aT<ծx blocks=Basic Latin,Armenian
12753 0x0007da79 0x00558679 4   7    .vmp1   utf8    %[\a猯 blocks=Basic Latin,CJK Unified Ideographs
12754 0x0007da80 0x00558680 6   7    .vmp1   ascii   )\n\rC\aS
12755 0x0007dab1 0x005586b1 4   5    .vmp1   ascii   \a%Sx
12756 0x0007dabb 0x005586bb 4   5    .vmp1   ascii   A^@\e
12757 0x0007db5f 0x0055875f 4   5    .vmp1   ascii   Ha3W
12758 0x0007db76 0x00558776 8   9    .vmp1   ascii   \aZ\rdw2'-
12759 0x0007db8e 0x0055878e 4   5    .vmp1   ascii   l(.\a
12760 0x0007dba9 0x005587a9 4   7    .vmp1   utf8    ꃒuz\a blocks=Yi Syllables,Basic Latin
12761 0x0007dbc0 0x005587c0 4   5    .vmp1   ascii   qh'\a
12762 0x0007dc23 0x00558823 7   10   .vmp1   utf8    \ev_m\aꅿ] blocks=Basic Latin,Yi Syllables
12763 0x0007dc37 0x00558837 4   5    .vmp1   ascii   z'\aI
12764 0x0007dc4a 0x0055884a 4   5    .vmp1   ascii   f?V4
12765 0x0007dc7f 0x0055887f 4   5    .vmp1   ascii   FWvb
12766 0x0007dc9a 0x0055889a 5   7    .vmp1   utf8    \aP9GɎ blocks=Basic Latin,Latin Extended-B
12767 0x0007dca3 0x005588a3 4   5    .vmp1   ascii   \aDLM
12768 0x0007dcd4 0x005588d4 4   6    .vmp1   utf8    CHʇO blocks=Basic Latin,IPA Extensions
12769 0x0007dd39 0x00558939 5   6    .vmp1   ascii   2t\tN4
12770 0x0007dd72 0x00558972 4   6    .vmp1   utf8    ގ9Y5 blocks=Thaana,Basic Latin
12771 0x0007dda1 0x005589a1 6   8    .vmp1   utf8    ek1hưr blocks=Basic Latin,Latin Extended-B
12772 0x0007ddec 0x005589ec 5   7    .vmp1   utf8    ǝ\r;SE blocks=Latin Extended-B,Basic Latin
12773 0x0007de5c 0x00558a5c 7   8    .vmp1   ascii   d,pv\aoI
12774 0x0007de84 0x00558a84 8   10   .vmp1   utf8    pX\v"w!ɒK blocks=Basic Latin,IPA Extensions
12775 0x0007deb5 0x00558ab5 4   5    .vmp1   ascii   e_3T
12776 0x0007dee2 0x00558ae2 5   6    .vmp1   ascii   u-l\eh
12777 0x0007df02 0x00558b02 7   10   .vmp1   utf8    SIY\aу̍\ blocks=Basic Latin,Cyrillic,Combining Diacritical Marks
12778 0x0007df4a 0x00558b4a 4   5    .vmp1   ascii   \r?lL
12779 0x0007df71 0x00558b71 6   7    .vmp1   ascii   6M!w5\a
12780 0x0007df85 0x00558b85 5   6    .vmp1   ascii   6*VSB
12781 0x0007df8f 0x00558b8f 4   5    .vmp1   ascii   k.t\b
12782 0x0007dfd9 0x00558bd9 4   5    .vmp1   ascii   %X2\a
12783 0x0007dfe5 0x00558be5 6   7    .vmp1   ascii   iG\b@\r,
12784 0x0007dfec 0x00558bec 4   5    .vmp1   ascii   bC"L
12785 0x0007dff5 0x00558bf5 4   5    .vmp1   ascii   \fJB8
12786 0x0007e022 0x00558c22 4   5    .vmp1   ascii   oY<W
12787 0x0007e03c 0x00558c3c 5   6    .vmp1   ascii   #YO71
12788 0x0007e044 0x00558c44 5   7    .vmp1   utf8    \bmQǞW blocks=Basic Latin,Latin Extended-B
12789 0x0007e086 0x00558c86 6   7    .vmp1   ascii   n\vi#SR
12790 0x0007e0b0 0x00558cb0 7   8    .vmp1   ascii   .mu2YC0
12791 0x0007e0c8 0x00558cc8 5   6    .vmp1   ascii   ETV|A
12792 0x0007e13c 0x00558d3c 4   5    .vmp1   ascii   9(E,
12793 0x0007e172 0x00558d72 5   6    .vmp1   ascii   +c.!`
12794 0x0007e19a 0x00558d9a 4   5    .vmp1   ascii   \rBd\a
12795 0x0007e24d 0x00558e4d 5   6    .vmp1   ascii   X\a#nA
12796 0x0007e257 0x00558e57 5   6    .vmp1   ascii   o Pu;
12797 0x0007e284 0x00558e84 4   5    .vmp1   ascii   F\r0T
12798 0x0007e2ad 0x00558ead 4   5    .vmp1   ascii   \a\nvZ
12799 0x0007e2dc 0x00558edc 4   5    .vmp1   ascii   zC8&
12800 0x0007e2fc 0x00558efc 4   5    .vmp1   ascii   \n\ba'
12801 0x0007e301 0x00558f01 4   5    .vmp1   ascii   |j4 
12802 0x0007e3b2 0x00558fb2 4   5    .vmp1   ascii   Y\r7v
12803 0x0007e3bf 0x00558fbf 5   6    .vmp1   ascii   tsTQ\r
12804 0x0007e408 0x00559008 6   9    .vmp1   utf8    \f,ZS݈7 blocks=Basic Latin,Syriac
12805 0x0007e411 0x00559011 8   10   .vmp1   utf8    tʭl&"%\rZ blocks=Basic Latin,IPA Extensions
12806 0x0007e425 0x00559025 4   5    .vmp1   ascii   6SI\t
12807 0x0007e490 0x00559090 5   6    .vmp1   ascii   #P \a]
12808 0x0007e4a4 0x005590a4 4   5    .vmp1   ascii   7\akN
12809 0x0007e4a9 0x005590a9 8   9    .vmp1   ascii   z]u8\S$y
12810 0x0007e4c5 0x005590c5 6   7    .vmp1   ascii   a\vXy.\t
12811 0x0007e4d4 0x005590d4 4   5    .vmp1   ascii   t!&5
12812 0x0007e551 0x00559151 4   5    .vmp1   ascii   }3<\a
12813 0x0007e582 0x00559182 5   6    .vmp1   ascii   Jf\a"j
12814 0x0007e59a 0x0055919a 8   11   .vmp1   utf8    \aOzҘ~דD\a blocks=Basic Latin,Cyrillic,Hebrew
12815 0x0007e5b3 0x005591b3 4   5    .vmp1   ascii   [q\ab
12816 0x0007e5e1 0x005591e1 4   5    .vmp1   ascii   6R_T
12817 0x0007e612 0x00559212 4   5    .vmp1   ascii   fS-\a
12818 0x0007e624 0x00559224 4   6    .vmp1   utf8    \ahi̵ blocks=Basic Latin,Combining Diacritical Marks
12819 0x0007e62d 0x0055922d 4   5    .vmp1   ascii   #jG<
12820 0x0007e63a 0x0055923a 6   7    .vmp1   ascii   /kAn+$
12821 0x0007e653 0x00559253 6   7    .vmp1   ascii   OhM6\ac
12822 0x0007e668 0x00559268 7   10   .vmp1   utf8    \vl龬\eh\t\a blocks=Basic Latin,CJK Unified Ideographs
12823 0x0007e673 0x00559273 4   5    .vmp1   ascii   c-(S
12824 0x0007e689 0x00559289 4   5    .vmp1   ascii   8QCO
12825 0x0007e691 0x00559291 4   6    .vmp1   utf8    \b~ސ} blocks=Basic Latin,Thaana
12826 0x0007e6cb 0x005592cb 5   7    .vmp1   utf8    -J\aس\r blocks=Basic Latin,Arabic
12827 0x0007e6f8 0x005592f8 5   7    .vmp1   utf8    4\a\ѶG blocks=Basic Latin,Cyrillic
12828 0x0007e71a 0x0055931a 5   6    .vmp1   ascii   \as_\rN
12829 0x0007e763 0x00559363 4   5    .vmp1   ascii   Eb51
12830 0x0007e7da 0x005593da 5   6    .vmp1   ascii   \n;0,q
12831 0x0007e7e6 0x005593e6 8   11   .vmp1   utf8    #O{ʍ\aʈjT blocks=Basic Latin,IPA Extensions
12832 0x0007e83c 0x0055943c 6   8    .vmp1   utf8    a(4ݒ\aw blocks=Basic Latin,Arabic Supplement
12833 0x0007e87a 0x0055947a 4   5    .vmp1   ascii   xJQg
12834 0x0007e895 0x00559495 5   6    .vmp1   ascii   ^g>?u
12835 0x0007e8c4 0x005594c4 5   6    .vmp1   ascii   Q?4H\a
12836 0x0007e8d0 0x005594d0 4   5    .vmp1   ascii   2\a~B
12837 0x0007e8e8 0x005594e8 4   6    .vmp1   utf8    c7\a$
12838 0x0007e919 0x00559519 4   5    .vmp1   ascii   =Ks!
12839 0x0007e94d 0x0055954d 5   7    .vmp1   utf8    M}wӺ\v blocks=Basic Latin,Cyrillic
12840 0x0007e962 0x00559562 4   5    .vmp1   ascii   9owj
12841 0x0007e97b 0x0055957b 4   5    .vmp1   ascii   \a\fB@
12842 0x0007e9a8 0x005595a8 6   8    .vmp1   utf8    @\\aڝ=j blocks=Basic Latin,Arabic
12843 0x0007e9b0 0x005595b0 4   5    .vmp1   ascii   eUb\a
12844 0x0007e9ce 0x005595ce 4   5    .vmp1   ascii   x3 z
12845 0x0007e9dd 0x005595dd 4   5    .vmp1   ascii   J\r2n
12846 0x0007e9e4 0x005595e4 4   5    .vmp1   ascii   u\a@Y
12847 0x0007ea16 0x00559616 4   5    .vmp1   ascii   627r
12848 0x0007ea45 0x00559645 4   5    .vmp1   ascii   Q~ \f
12849 0x0007ea75 0x00559675 4   6    .vmp1   utf8    xTֲ\a blocks=Basic Latin,Hebrew
12850 0x0007ea82 0x00559682 5   6    .vmp1   ascii   \am02I
12851 0x0007eae5 0x005596e5 5   6    .vmp1   ascii   .\vQm8
12852 0x0007eb0a 0x0055970a 4   5    .vmp1   ascii   fE-c
12853 0x0007eb16 0x00559716 4   5    .vmp1   ascii   =d^+
12854 0x0007eb5b 0x0055975b 7   8    .vmp1   ascii   WYhvQow
12855 0x0007eb7b 0x0055977b 8   11   .vmp1   utf8    DܼƯmaF'& blocks=Basic Latin,Syriac,Latin Extended-B
12856 0x0007eb8e 0x0055978e 4   5    .vmp1   ascii   \b-Vm
12857 0x0007eba0 0x005597a0 7   9    .vmp1   utf8    HڳKZl07 blocks=Basic Latin,Arabic
12858 0x0007ebb9 0x005597b9 4   6    .vmp1   utf8    Byʆ) blocks=Basic Latin,IPA Extensions
12859 0x0007ebc2 0x005597c2 4   5    .vmp1   ascii   U=#"
12860 0x0007ebd6 0x005597d6 4   5    .vmp1   ascii   \r"[K
12861 0x0007ebe6 0x005597e6 5   8    .vmp1   utf8    \a㇝J\vU blocks=Basic Latin,CJK Strokes
12862 0x0007ec0f 0x0055980f 8   10   .vmp1   utf8    (\amz'M]ʡ blocks=Basic Latin,IPA Extensions
12863 0x0007ec6b 0x0055986b 4   5    .vmp1   ascii   ;\vg$
12864 0x0007ecb3 0x005598b3 5   6    .vmp1   ascii   \aB\tt7
12865 0x0007ecea 0x005598ea 5   6    .vmp1   ascii   IH*\bT
12866 0x0007ed1c 0x0055991c 5   6    .vmp1   ascii   g=5;`
12867 0x0007ed30 0x00559930 6   7    .vmp1   ascii   S?5H3\a
12868 0x0007ed4d 0x0055994d 5   6    .vmp1   ascii   K\f\v%\a
12869 0x0007ed58 0x00559958 4   5    .vmp1   ascii   2^7+
12870 0x0007ed69 0x00559969 5   6    .vmp1   ascii   sYr\rJ
12871 0x0007edcf 0x005599cf 5   7    .vmp1   utf8    *xSށ| blocks=Basic Latin,Thaana
12872 0x0007ee0a 0x00559a0a 4   5    .vmp1   ascii   ?Y<g
12873 0x0007ee39 0x00559a39 6   8    .vmp1   utf8    W/ާq;+ blocks=Basic Latin,Thaana
12874 0x0007ee5f 0x00559a5f 6   7    .vmp1   ascii   HGw^Q\a
12875 0x0007ee6d 0x00559a6d 8   10   .vmp1   utf8    q?_H.+ע1 blocks=Basic Latin,Hebrew
12876 0x0007ee9a 0x00559a9a 5   6    .vmp1   ascii   aKqI5
12877 0x0007eebc 0x00559abc 4   5    .vmp1   ascii    UXx
12878 0x0007eedf 0x00559adf 6   9    .vmp1   utf8    %3ԛ<ξw blocks=Basic Latin,Cyrillic Supplement,Greek and Coptic
12879 0x0007eeef 0x00559aef 6   7    .vmp1   ascii   X/k\a0?
12880 0x0007ef1c 0x00559b1c 4   6    .vmp1   utf8    QJɁh blocks=Basic Latin,Latin Extended-B
12881 0x0007ef57 0x00559b57 4   6    .vmp1   utf8    \v%ۢ? blocks=Basic Latin,Arabic
12882 0x0007ef85 0x00559b85 4   5    .vmp1   ascii   ED$'
12883 0x0007ef8d 0x00559b8d 4   5    .vmp1   ascii   EQV\a
12884 0x0007efb6 0x00559bb6 4   5    .vmp1   ascii   ,1G6
12885 0x0007efe7 0x00559be7 5   6    .vmp1   ascii   f5^qg
12886 0x0007f010 0x00559c10 4   5    .vmp1   ascii   B ]h
12887 0x0007f024 0x00559c24 5   6    .vmp1   ascii   5n8\a$
12888 0x0007f034 0x00559c34 4   5    .vmp1   ascii   Io:f
12889 0x0007f039 0x00559c39 5   6    .vmp1   ascii   \ae4L1
12890 0x0007f04b 0x00559c4b 5   6    .vmp1   ascii   \tk\a4z
12891 0x0007f0bd 0x00559cbd 4   5    .vmp1   ascii   xY\rZ
12892 0x0007f0cc 0x00559ccc 4   5    .vmp1   ascii   B4W_
12893 0x0007f0ff 0x00559cff 8   10   .vmp1   utf8    aξ~=m9gB blocks=Basic Latin,Greek and Coptic
12894 0x0007f117 0x00559d17 4   5    .vmp1   ascii   n\bQ7
12895 0x0007f159 0x00559d59 4   5    .vmp1   ascii   m#\a-
12896 0x0007f161 0x00559d61 6   7    .vmp1   ascii   jh>\a*\e
12897 0x0007f185 0x00559d85 4   5    .vmp1   ascii   U:^;
12898 0x0007f19b 0x00559d9b 4   5    .vmp1   ascii   Z\f<f
12899 0x0007f1a8 0x00559da8 4   5    .vmp1   ascii   2j\v3
12900 0x0007f20b 0x00559e0b 4   5    .vmp1   ascii   \af\fR
12901 0x0007f223 0x00559e23 10  12   .vmp1   utf8    B\v()ͪ*=l>  blocks=Basic Latin,Combining Diacritical Marks
12902 0x0007f24c 0x00559e4c 5   7    .vmp1   utf8    ?ܫMI_ blocks=Basic Latin,Syriac
12903 0x0007f2d9 0x00559ed9 4   5    .vmp1   ascii   r@l\a
12904 0x0007f2e0 0x00559ee0 6   10   .vmp1   utf8    3哈I\v.À blocks=Basic Latin,CJK Unified Ideographs,Latin-1 Supplement
12905 0x0007f2fb 0x00559efb 6   7    .vmp1   ascii   GH7'Q\a
12906 0x0007f30c 0x00559f0c 5   6    .vmp1   ascii   Izd#\a
12907 0x0007f328 0x00559f28 6   8    .vmp1   utf8    dfۑ9ZJ blocks=Basic Latin,Arabic
12908 0x0007f349 0x00559f49 5   6    .vmp1   ascii   5$"\bt
12909 0x0007f36c 0x00559f6c 4   5    .vmp1   ascii   \e[nc
12910 0x0007f3c2 0x00559fc2 4   5    .vmp1   ascii   LTCq
12911 0x0007f41c 0x0055a01c 5   6    .vmp1   ascii   \+8 D
12912 0x0007f439 0x0055a039 4   5    .vmp1   ascii   !>"|
12913 0x0007f46c 0x0055a06c 4   6    .vmp1   utf8    T-ىW blocks=Basic Latin,Arabic
12914 0x0007f480 0x0055a080 4   5    .vmp1   ascii   tqY"
12915 0x0007f486 0x0055a086 4   5    .vmp1   ascii   NksY
12916 0x0007f492 0x0055a092 4   5    .vmp1   ascii   MS9=
12917 0x0007f504 0x0055a104 4   5    .vmp1   ascii   <Hvr
12918 0x0007f526 0x0055a126 5   6    .vmp1   ascii   \a6bu(
12919 0x0007f538 0x0055a138 4   5    .vmp1   ascii   \anMj
12920 0x0007f56c 0x0055a16c 4   5    .vmp1   ascii   43=\a
12921 0x0007f57f 0x0055a17f 4   5    .vmp1   ascii   XG\a>
12922 0x0007f5ce 0x0055a1ce 5   8    .vmp1   utf8    \n6뻑\rs blocks=Basic Latin,Hangul Syllables
12923 0x0007f5f3 0x0055a1f3 4   5    .vmp1   ascii   [C>r
12924 0x0007f631 0x0055a231 4   6    .vmp1   utf8    зMG+ blocks=Cyrillic,Basic Latin
12925 0x0007f639 0x0055a239 4   5    .vmp1   ascii   R~hy
12926 0x0007f644 0x0055a244 6   7    .vmp1   ascii   eCPX\ai
12927 0x0007f654 0x0055a254 4   5    .vmp1   ascii   Q\a`3
12928 0x0007f6b1 0x0055a2b1 6   7    .vmp1   ascii   \(03\t&
12929 0x0007f6d2 0x0055a2d2 6   7    .vmp1   ascii   D\v8S]0
12930 0x0007f6e1 0x0055a2e1 6   7    .vmp1   ascii   ^\nr\b%Y
12931 0x0007f6f1 0x0055a2f1 5   8    .vmp1   utf8    駗=#\tj blocks=CJK Unified Ideographs,Basic Latin
12932 0x0007f751 0x0055a351 4   6    .vmp1   utf8    ć\aP blocks=Basic Latin,Combining Diacritical Marks
12933 0x0007f75c 0x0055a35c 4   5    .vmp1   ascii   j\a]Y
12934 0x0007f787 0x0055a387 4   5    .vmp1   ascii   xd;\a
12935 0x0007f7d0 0x0055a3d0 4   5    .vmp1   ascii   *\av"
12936 0x0007f868 0x0055a468 8   9    .vmp1   ascii   16_3=w&I
12937 0x0007f887 0x0055a487 4   5    .vmp1   ascii   V\aA4
12938 0x0007f8c7 0x0055a4c7 4   5    .vmp1   ascii   \v&pk
12939 0x0007f8d6 0x0055a4d6 4   5    .vmp1   ascii   -i[N
12940 0x0007f8f4 0x0055a4f4 5   6    .vmp1   ascii   Uwby\a
12941 0x0007f917 0x0055a517 4   5    .vmp1   ascii   Ml\r\f
12942 0x0007f91e 0x0055a51e 4   6    .vmp1   utf8    \aз,U blocks=Basic Latin,Cyrillic
12943 0x0007f97d 0x0055a57d 6   9    .vmp1   utf8    \aĽ.̦=# blocks=Basic Latin,Latin Extended-A,Combining Diacritical Marks
12944 0x0007f98a 0x0055a58a 4   6    .vmp1   utf8    yɍ\aJ blocks=Basic Latin,Latin Extended-B
12945 0x0007f9a3 0x0055a5a3 4   5    .vmp1   ascii   [&\nB
12946 0x0007f9c7 0x0055a5c7 5   6    .vmp1   ascii   v84_\v
12947 0x0007f9ec 0x0055a5ec 5   6    .vmp1   ascii   XzTo?
12948 0x0007fa46 0x0055a646 4   5    .vmp1   ascii   g~+\r
12949 0x0007fab3 0x0055a6b3 6   7    .vmp1   ascii   di\a/mX
12950 0x0007fabf 0x0055a6bf 4   5    .vmp1   ascii   +\fM9
12951 0x0007fac8 0x0055a6c8 4   5    .vmp1   ascii   |bhd
12952 0x0007fb0f 0x0055a70f 9   11   .vmp1   utf8    ܳHri\roBU2 blocks=Syriac,Basic Latin
12953 0x0007fb21 0x0055a721 5   6    .vmp1   ascii   K3PC_
12954 0x0007fb69 0x0055a769 5   6    .vmp1   ascii   _G%L-
12955 0x0007fb74 0x0055a774 5   6    .vmp1   ascii   )K}3V
12956 0x0007fba6 0x0055a7a6 4   5    .vmp1   ascii   H\b\a&
12957 0x0007fbb6 0x0055a7b6 4   5    .vmp1   ascii   7(Qk
12958 0x0007fbd2 0x0055a7d2 6   7    .vmp1   ascii   \a+?Qy#
12959 0x0007fbdb 0x0055a7db 4   6    .vmp1   utf8    \a"wG
12960 0x0007fbf5 0x0055a7f5 6   9    .vmp1   utf8    \aaT`^ blocks=Basic Latin,Private Use Area
12961 0x0007fc04 0x0055a804 5   9    .vmp1   utf8    š*S߶Ԧ blocks=Latin Extended-A,Basic Latin,NKo,Cyrillic Supplement
12962 0x0007fc14 0x0055a814 4   5    .vmp1   ascii   p?\aa
12963 0x0007fc46 0x0055a846 4   6    .vmp1   utf8    l\aHѯ blocks=Basic Latin,Cyrillic
12964 0x0007fc53 0x0055a853 4   5    .vmp1   ascii   \a\e}|
12965 0x0007fc59 0x0055a859 6   7    .vmp1   ascii   \bQ\a7bn
12966 0x0007fc70 0x0055a870 4   5    .vmp1   ascii   @3-]
12967 0x0007fcc3 0x0055a8c3 5   6    .vmp1   ascii   E[g\a:
12968 0x0007fd00 0x0055a900 8   11   .vmp1   utf8    ۫M\v*zmɐ| blocks=Arabic,Basic Latin,IPA Extensions
12969 0x0007fd14 0x0055a914 5   7    .vmp1   utf8    Y0\aר  blocks=Basic Latin,Hebrew
12970 0x0007fd5a 0x0055a95a 4   5    .vmp1   ascii   =\bZN
12971 0x0007fd9e 0x0055a99e 4   5    .vmp1   ascii   #n\e!
12972 0x0007fdbc 0x0055a9bc 5   10   .vmp1   utf8    ؼﶔݰH7 blocks=Arabic,Arabic Presentation Forms-A,Arabic Supplement,Basic Latin
