[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x00000000 0x00000000 4   5            ascii   MZER
1    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
2    0x000000a8 0x000000a8 5   6            ascii   RichD
3    0x000001c0 0x000001c0 5   6            ascii   .text
4    0x000001e7 0x000001e7 6   7            ascii   `.rsrc
5    0x00001010 0x00001010 4   5            ascii   E\fPV
6    0x0000101e 0x0000101e 6   8            utf8    ^]ËE\b] blocks=Basic Latin,Latin-1 Supplement
7    0x0000105a 0x0000105a 5   7            utf8    \a\vʊP\v blocks=Basic Latin,IPA Extensions
8    0x000010ab 0x000010ab 5   7            utf8    \a\vʊP\a blocks=Basic Latin,IPA Extensions
9    0x00001100 0x00001100 4   6            utf8    \a\vʊP blocks=Basic Latin,IPA Extensions
10   0x0000117c 0x0000117c 5   6            ascii   >'{CU
11   0x0000119f 0x0000119f 4   5            ascii   I\fSW
12   0x000011d7 0x000011d7 6   7            ascii   1N\b1V\f
1991 0x0002390b 0x0042370b 4   5    .text   ascii   \ny1C
1992 0x0002391a 0x0042371a 4   5    .text   ascii   o\a]\e
1993 0x0002391f 0x0042371f 4   6    .text   utf8    |t%Լ blocks=Basic Latin,Armenian
1994 0x00023930 0x00423730 5   6    .text   ascii   Cp8TL
1995 0x0002393c 0x0042373c 4   5    .text   ascii   m6o6
1996 0x000239c4 0x004237c4 4   5    .text   ascii   dz~\f
1997 0x00023a0a 0x0042380a 4   5    .text   ascii   TZyY
1998 0x00023a29 0x00423829 4   5    .text   ascii   Y v&
1999 0x00023a2e 0x0042382e 4   5    .text   ascii   V:Ar
2000 0x00023a38 0x00423838 5   6    .text   ascii   |g'&h
2001 0x00023a49 0x00423849 5   6    .text   ascii   }CL7H
2002 0x00023acb 0x004238cb 4   6    .text   utf8    ^Ӫ>+ blocks=Basic Latin,Cyrillic
2003 0x00023ad8 0x004238d8 4   7    .text   utf8    ہtۇ\r blocks=Arabic,Basic Latin
2004 0x00023af0 0x004238f0 6   7    .text   ascii   ?2n\e')
2005 0x00023b47 0x00423947 5   6    .text   ascii   @uoI?
2006 0x00023b53 0x00423953 4   6    .text   utf8    G,\rł blocks=Basic Latin,Latin Extended-A
2007 0x00023b8f 0x0042398f 4   6    .text   utf8    oR"­ blocks=Basic Latin,Latin-1 Supplement
2008 0x00023ba2 0x004239a2 4   5    .text   ascii   SK28
2009 0x00023be6 0x004239e6 4   5    .text   ascii   =Wfe
2010 0x00023c55 0x00423a55 4   5    .text   ascii   C+zO
2011 0x00023c8e 0x00423a8e 6   9    .text   utf8    >'.ۥڒF blocks=Basic Latin,Arabic
2012 0x00023d15 0x00423b15 4   6    .text   utf8    5ͪ[{ blocks=Basic Latin,Combining Diacritical Marks
2013 0x00023d6d 0x00423b6d 8   10   .text   utf8    FiT*Ŭd\bL blocks=Basic Latin,Latin Extended-A
2014 0x00023d80 0x00423b80 4   6    .text   utf8    VEsҒ blocks=Basic Latin,Cyrillic
2015 0x00023d97 0x00423b97 4   6    .text   utf8    d}cӗ blocks=Basic Latin,Cyrillic
2016 0x00023da1 0x00423ba1 4   5    .text   ascii   td@\a
2017 0x00023dc6 0x00423bc6 9   11   .text   utf8    >Aɜd4k\vz~ blocks=Basic Latin,IPA Extensions
2018 0x00023e5e 0x00423c5e 4   5    .text   ascii   v1i9
2019 0x00023e67 0x00423c67 4   5    .text   ascii   "bBA
2020 0x00023e82 0x00423c82 5   6    .text   ascii   M88g:
2021 0x00023ef0 0x00423cf0 4   6    .text   utf8    pФd  blocks=Basic Latin,Cyrillic
2022 0x00023f4d 0x00423d4d 6   7    .text   ascii   Q+GStr
2023 0x00024015 0x00423e15 4   5    .text   ascii   wjrj
2024 0x0002405b 0x00423e5b 4   6    .text   utf8    [1bܡ blocks=Basic Latin,Syriac
2025 0x000240be 0x00423ebe 5   6    .text   ascii   D7?\ey
2026 0x000240d9 0x00423ed9 4   5    .text   ascii   kn/|
2027 0x000240ee 0x00423eee 5   7    .text   utf8    լrhhM blocks=Armenian,Basic Latin
2028 0x00024111 0x00423f11 5   7    .text   utf8    -IǄ8l blocks=Basic Latin,Latin Extended-B
2029 0x0002413c 0x00423f3c 4   5    .text   ascii   HQo@
2030 0x00024152 0x00423f52 4   5    .text   ascii   JIjC
2031 0x00024160 0x00423f60 5   7    .text   utf8    ϸe\fHB blocks=Greek and Coptic,Basic Latin
2032 0x000241ac 0x00423fac 6   9    .text   utf8    .3níɿ* blocks=Basic Latin,Latin-1 Supplement,IPA Extensions
2033 0x000241bb 0x00423fbb 4   5    .text   ascii   6i6i
2034 0x000241c5 0x00423fc5 6   7    .text   ascii   \e=7 {4
2035 0x000241cc 0x00423fcc 5   8    .text   utf8    $@\䢋B blocks=Basic Latin,CJK Unified Ideographs Extension A
2036 0x00024248 0x00424048 5   6    .text   ascii   \r\a\aff
2037 0x0002424e 0x0042404e 4   5    .text   ascii   'r&t
2038 0x00024253 0x00424053 5   7    .text   utf8    F\b\b?Ҋ blocks=Basic Latin,Cyrillic
2039 0x0002425f 0x0042405f 5   8    .text   utf8    ơC:Lƴ blocks=Latin Extended-B,Basic Latin
2040 0x00024267 0x00424067 6   7    .text   ascii   N[uB>Q
2041 0x00024281 0x00424081 6   7    .text   ascii   <vYQ_/
2042 0x000242a1 0x004240a1 4   5    .text   ascii   g`cL
2043 0x000242c0 0x004240c0 4   5    .text   ascii   l$gZ
2044 0x000242c5 0x004240c5 7   8    .text   ascii   ];]\a"LC
2045 0x000242ce 0x004240ce 4   5    .text   ascii   ?r!5
2046 0x0002433e 0x0042413e 6   9    .text   utf8    b|䶩,SU blocks=Basic Latin,CJK Unified Ideographs Extension A
2047 0x00024348 0x00424148 4   5    .text   ascii   @MJ~
2048 0x0002438e 0x0042418e 4   5    .text   ascii   Uw:%
2049 0x000243ae 0x004241ae 5   7    .text   utf8    ܧ&dL: blocks=Syriac,Basic Latin
2050 0x000243bd 0x004241bd 4   5    .text   ascii   lNzq
2051 0x000243f1 0x004241f1 4   5    .text   ascii   '?+*
2052 0x000243fe 0x004241fe 5   7    .text   utf8    1ѯ|]/ blocks=Basic Latin,Cyrillic
2053 0x00024412 0x00424212 4   5    .text   ascii    \a%c
2054 0x00024417 0x00424217 4   5    .text   ascii   )\a7e
2055 0x0002443e 0x0042423e 5   9    .text   utf8    ͽ?ϝUĝ blocks=Greek and Coptic,Basic Latin,Latin Extended-A
2056 0x0002445d 0x0042425d 4   5    .text   ascii   {cy>
2057 0x000244eb 0x004242eb 5   6    .text   ascii   niQ s
2058 0x000244f7 0x004242f7 4   5    .text   ascii   kD)"
2059 0x0002451a 0x0042431a 6   7    .text   ascii   /A4V%4
2060 0x0002452a 0x0042432a 6   8    .text   utf8    tԐMG=F blocks=Basic Latin,Cyrillic Supplement
2061 0x00024593 0x00424393 4   5    .text   ascii   \v/0!
2062 0x0002459b 0x0042439b 4   5    .text   ascii   d2=_
2063 0x000245f1 0x004243f1 6   8    .text   utf8    G\e#rWش blocks=Basic Latin,Arabic
2064 0x00024602 0x00424402 4   5    .text   ascii   ^/N6
2065 0x0002461d 0x0042441d 6   7    .text   ascii   h$;mov
2066 0x00024638 0x00424438 6   8    .text   utf8    Kۣ_H\as blocks=Basic Latin,Arabic
2067 0x00024640 0x00424440 4   5    .text   ascii   LeH2
2068 0x00024736 0x00424536 4   6    .text   utf8    ǌ3-* blocks=Latin Extended-B,Basic Latin
2069 0x0002473e 0x0042453e 4   6    .text   utf8    S(gɆ blocks=Basic Latin,Latin Extended-B
2070 0x00024771 0x00424571 6   7    .text   ascii   LJ!Z\t
2071 0x000247b1 0x004245b1 5   9    .text   utf8    \nh\bH!
2072 0x00024800 0x00424600 4   5    .text   ascii   _.D-
2073 0x00024886 0x00424686 4   6    .text   utf8    \nޮPk blocks=Basic Latin,Thaana
2074 0x000248c3 0x004246c3 4   5    .text   ascii   YVCd
2075 0x000248da 0x004246da 5   6    .text   ascii   S}~Y*
2076 0x00024911 0x00424711 4   6    .text   utf8    ̭"]\f blocks=Combining Diacritical Marks,Basic Latin
2077 0x00024971 0x00424771 5   6    .text   ascii   <)?L\t
2078 0x00024987 0x00424787 4   7    .text   utf8    87b厄 blocks=Basic Latin,CJK Unified Ideographs
2079 0x000249ac 0x004247ac 4   5    .text   ascii    IW^
2080 0x000249bf 0x004247bf 8   9    .text   ascii   \r\bro:{Ar
2081 0x000249e4 0x004247e4 6   7    .text   ascii   zJW3|\e
2082 0x00024a08 0x00424808 5   6    .text   ascii   p>\f\vg
2083 0x00024a2b 0x0042482b 4   5    .text   ascii   pq"b
2084 0x00024a99 0x00424899 5   7    .text   utf8    LܓhaC blocks=Basic Latin,Syriac
2085 0x00024adb 0x004248db 4   7    .text   utf8    ,kz干 blocks=Basic Latin,CJK Unified Ideographs
2086 0x00024b4b 0x0042494b 5   6    .text   ascii   3w}G_
2087 0x00024b61 0x00424961 6   9    .text   utf8    \fgBˇݲ\v blocks=Basic Latin,Spacing Modifier Letters,Arabic Supplement
2088 0x00024ba8 0x004249a8 5   6    .text   ascii   [\f>+I
2089 0x00024bb3 0x004249b3 4   5    .text   ascii   W_Ow
2090 0x00024c26 0x00424a26 4   5    .text   ascii   K>_t
2091 0x00024c4c 0x00424a4c 5   6    .text   ascii   .%#r\
2092 0x00024c73 0x00424a73 5   7    .text   utf8    RIƷ{+ blocks=Basic Latin,Latin Extended-B
2093 0x00024ce2 0x00424ae2 5   8    .text   utf8    ֶ͇ m6 blocks=Combining Diacritical Marks,Hebrew,Basic Latin
2094 0x00024d00 0x00424b00 6   7    .text   ascii   <~RB\v/
2095 0x00024d50 0x00424b50 6   7    .text   ascii   _y}$\r3
2096 0x00024d59 0x00424b59 4   5    .text   ascii   }qgs
2097 0x00024d7b 0x00424b7b 5   7    .text   utf8    J,߆;5 blocks=Basic Latin,NKo
2098 0x00024d92 0x00424b92 6   7    .text   ascii   7Z@4qN
2099 0x00024de4 0x00424be4 4   5    .text   ascii   5d`$
2100 0x00024de9 0x00424be9 4   5    .text   ascii   @\fr#
2101 0x00024df9 0x00424bf9 5   8    .text   utf8    ,q)貿; blocks=Basic Latin,CJK Unified Ideographs
2102 0x00024e0d 0x00424c0d 4   5    .text   ascii   o2\r#
2103 0x00024e55 0x00424c55 4   5    .text   ascii   ramC
2104 0x00024e66 0x00424c66 4   5    .text   ascii   r=xh
2105 0x00024eaa 0x00424caa 4   5    .text   ascii   >nT#
2106 0x00024f80 0x00424d80 4   5    .text   ascii   HCPR
2107 0x00024fb2 0x00424db2 4   5    .text   ascii   vt/}
2108 0x00025042 0x00424e42 7   9    .text   utf8    noGo\fҒr blocks=Basic Latin,Cyrillic
2109 0x00025072 0x00424e72 5   7    .text   utf8    \rh3Ӭ9 blocks=Basic Latin,Cyrillic
2110 0x0002507f 0x00424e7f 4   6    .text   utf8    Fߡn\r blocks=Basic Latin,NKo
2111 0x00025095 0x00424e95 5   6    .text   ascii   [{vd^
2112 0x000250a1 0x00424ea1 4   5    .text   ascii   9 E\r
2113 0x000250a6 0x00424ea6 5   6    .text   ascii   #5]PB
2114 0x000250af 0x00424eaf 4   5    .text   ascii   L<-\b
2115 0x000250e6 0x00424ee6 4   5    .text   ascii   jy\e/
2116 0x00025103 0x00424f03 5   6    .text   ascii   Hm}J5
2117 0x0002510e 0x00424f0e 5   7    .text   utf8    &bݽca blocks=Basic Latin,Arabic Supplement
2118 0x000251a0 0x00424fa0 4   5    .text   ascii   ;Yad
2119 0x00025206 0x00425006 4   6    .text   utf8    ʙSId blocks=IPA Extensions,Basic Latin
2120 0x0002520d 0x0042500d 4   5    .text   ascii   l4\vI
2121 0x0002522c 0x0042502c 4   6    .text   utf8    ;ȿ}8 blocks=Basic Latin,Latin Extended-B
2122 0x00025269 0x00425069 5   7    .text   utf8    FΜE}q blocks=Basic Latin,Greek and Coptic
2123 0x00025287 0x00425087 4   5    .text   ascii   \bj n
2124 0x000252e5 0x004250e5 4   5    .text   ascii   }S6s
2125 0x00025355 0x00425155 8   9    .text   ascii   *}-H;2.V
2126 0x000253a0 0x004251a0 4   5    .text   ascii   Q.\H
2127 0x000253ab 0x004251ab 4   6    .text   utf8     \f$Ƨ blocks=Basic Latin,Latin Extended-B
2128 0x000253da 0x004251da 8   10   .text   utf8    H!1WŐ7og blocks=Basic Latin,Latin Extended-A
2129 0x00025438 0x00425238 4   5    .text   ascii   "?vq
2130 0x000254e3 0x004252e3 4   5    .text   ascii   %HL~
2131 0x00025511 0x00425311 4   5    .text   ascii   U8N>
2132 0x00025536 0x00425336 5   6    .text   ascii   wSh{P
2133 0x00025551 0x00425351 8   10   .text   utf8    ߀"%jeCs\v blocks=NKo,Basic Latin
2134 0x000255b7 0x004253b7 4   5    .text   ascii   dc_'
2135 0x000255ce 0x004253ce 4   5    .text   ascii   k49a
2136 0x0002560c 0x0042540c 5   6    .text   ascii   tR+>1
2137 0x00025637 0x00425437 5   6    .text   ascii   ICoZ_
2138 0x0002563e 0x0042543e 5   7    .text   utf8    /h1Ӭ: blocks=Basic Latin,Cyrillic
2139 0x0002567a 0x0042547a 5   6    .text   ascii   KbB=\e
2140 0x000256bf 0x004254bf 6   7    .text   ascii   az"[\nO
2141 0x000256d4 0x004254d4 9   13   .text   utf8    b0ߊpϋܞ ke blocks=Basic Latin,NKo,Greek and Coptic,Syriac
2142 0x000256e7 0x004254e7 7   10   .text   utf8    E(ȌXVGؑ blocks=Basic Latin,Latin Extended-B,Arabic
2143 0x00025701 0x00425501 5   6    .text   ascii   E\aj$1
2144 0x0002573d 0x0042553d 4   5    .text   ascii   hUtx
2145 0x00025764 0x00425564 4   6    .text   utf8    og6ړ blocks=Basic Latin,Arabic
2146 0x000257e9 0x004255e9 5   7    .text   utf8    *̆yv~ blocks=Basic Latin,Combining Diacritical Marks
2147 0x00025804 0x00425604 4   8    .text   utf8    Ga♹̵ blocks=Basic Latin,Miscellaneous Symbols,Combining Diacritical Marks
2148 0x0002585f 0x0042565f 5   6    .text   ascii   ruZ7/
2149 0x00025875 0x00425675 5   6    .text   ascii   \b,-Zu
2150 0x0002589f 0x0042569f 5   6    .text   ascii   UT:\rX
2151 0x0002592f 0x0042572f 4   5    .text   ascii   ]MNa
2152 0x00025957 0x00425757 4   5    .text   ascii   (Hv\a
2153 0x0002596b 0x0042576b 5   6    .text   ascii   n9zS\b
2154 0x00025984 0x00425784 4   5    .text   ascii   G(A,
2155 0x000259af 0x004257af 7   8    .text   ascii   SXyiVaV
2156 0x00025a1f 0x0042581f 5   6    .text   ascii   m0zF`
2157 0x00025a5c 0x0042585c 4   5    .text   ascii   =iw?
2158 0x00025a8a 0x0042588a 4   7    .text   utf8    k_) blocks=Basic Latin,Private Use Area
2159 0x00025af0 0x004258f0 4   5    .text   ascii   .Q\eu
2160 0x00025afb 0x004258fb 5   6    .text   ascii   6YeRG
2161 0x00025b63 0x00425963 5   6    .text   ascii   '\thp)
2162 0x00025b6a 0x0042596a 4   5    .text   ascii   n,50
2163 0x00025b83 0x00425983 5   6    .text   ascii   $9b}V
2164 0x00025b96 0x00425996 4   5    .text   ascii   Jr\ty
2165 0x00025bae 0x004259ae 5   6    .text   ascii   S\au6;
2166 0x00025bde 0x004259de 4   7    .text   utf8    [ిbM blocks=Basic Latin,Telugu
2167 0x00025c46 0x00425a46 10  14   .text   utf8    jLb܉1tYxA빉 blocks=Basic Latin,Syriac,Hangul Syllables
2168 0x00025c6d 0x00425a6d 4   5    .text   ascii   S=3`
2169 0x00025ce9 0x00425ae9 4   5    .text   ascii   \tm\nQ
2170 0x00025d26 0x00425b26 4   8    .text   utf8    Ս늺z- blocks=Armenian,Hangul Syllables,Basic Latin
2171 0x00025d40 0x00425b40 4   5    .text   ascii   \b|&,
2172 0x00025d5b 0x00425b5b 4   5    .text   ascii   Qr\n_
2173 0x00025d83 0x00425b83 6   9    .text   utf8    nj"2j blocks=Basic Latin,Private Use Area
2174 0x00025dd1 0x00425bd1 4   5    .text   ascii   [iuY
2175 0x00025de1 0x00425be1 5   6    .text   ascii   ,m|&8
2176 0x00025df8 0x00425bf8 5   7    .text   utf8    Zb0!ϖ blocks=Basic Latin,Greek and Coptic
2177 0x00025e2a 0x00425c2a 4   5    .text   ascii   \f%B#
2178 0x00025e64 0x00425c64 4   6    .text   utf8    \Ve´ blocks=Basic Latin,Latin-1 Supplement
2179 0x00025e8e 0x00425c8e 4   5    .text   ascii   ,sS\
2180 0x00025ebf 0x00425cbf 4   6    .text   utf8    -ܯD1 blocks=Basic Latin,Syriac
2181 0x00025ed0 0x00425cd0 6   7    .text   ascii   15!d%h
2182 0x00025f0a 0x00425d0a 5   6    .text   ascii   .E3'x
2183 0x00025f18 0x00425d18 6   9    .text   utf8    շeG q% blocks=Armenian,Basic Latin
2184 0x00025f23 0x00425d23 5   6    .text   ascii   X4eXi
2185 0x00025f33 0x00425d33 4   5    .text   ascii   Cj7E
2186 0x00025f51 0x00425d51 4   5    .text   ascii   [;g%
2187 0x00025f5c 0x00425d5c 4   5    .text   ascii   ;Xh=
2188 0x00025f65 0x00425d65 5   7    .text   utf8    .]ހ7~ blocks=Basic Latin,Thaana
2189 0x00025fe3 0x00425de3 4   7    .text   utf8    糳/s\ blocks=CJK Unified Ideographs,Basic Latin
2190 0x00025ffa 0x00425dfa 4   5    .text   ascii   WbtL
2191 0x0002607b 0x00425e7b 4   5    .text   ascii   \dq(
2192 0x0002612a 0x00425f2a 4   5    .text   ascii   ]\fO]
2193 0x0002615a 0x00425f5a 7   8    .text   ascii   \v14bLp%
2194 0x00026167 0x00425f67 4   6    .text   utf8    Ń:zC blocks=Latin Extended-A,Basic Latin
2195 0x00026188 0x00425f88 5   6    .text   ascii   3i\a~-
2196 0x00026199 0x00425f99 4   8    .text   utf8    ͚֛Nܛ blocks=Combining Diacritical Marks,Hebrew,Basic Latin,Syriac
2197 0x000261e6 0x00425fe6 4   5    .text   ascii   !tDl
2198 0x00026215 0x00426015 4   5    .text   ascii   m1\tS
2199 0x00026226 0x00426026 4   5    .text   ascii   ~a#;
2200 0x00026258 0x00426058 12  15   .text   utf8    }9$cꤍzXQ5Q?d blocks=Basic Latin,Kayah Li
2201 0x0002626f 0x0042606f 4   5    .text   ascii   %N U
2202 0x000262a6 0x004260a6 4   5    .text   ascii   \tcC?
2203 0x000262bb 0x004260bb 5   7    .text   utf8    }ܝzwc blocks=Basic Latin,Syriac
2204 0x000262ee 0x004260ee 4   5    .text   ascii   G]e$
2205 0x00026303 0x00426103 5   7    .text   utf8    jp¼^( blocks=Basic Latin,Latin-1 Supplement
2206 0x00026329 0x00426129 5   6    .text   ascii   ceJ&B
2207 0x00026343 0x00426143 5   6    .text   ascii   Tk\g,
2208 0x000263bd 0x004261bd 5   6    .text   ascii   \b{RVt
2209 0x00026401 0x00426201 5   6    .text   ascii   b\rPYO
2210 0x00026424 0x00426224 10  11   .text   ascii   [\r+`kpV)n\a
2211 0x00026436 0x00426236 4   5    .text   ascii   hKEy
2212 0x00026457 0x00426257 4   7    .text   utf8    8{I뭤 blocks=Basic Latin,Hangul Syllables
2213 0x0002645e 0x0042625e 4   5    .text   ascii   QYyM
2214 0x00026497 0x00426297 4   7    .text   utf8    ☭2&} blocks=Miscellaneous Symbols,Basic Latin
2215 0x000264b3 0x004262b3 4   5    .text   ascii   vk\y
2216 0x000264c6 0x004262c6 4   6    .text   utf8    ܻ\a^7 blocks=Syriac,Basic Latin
2217 0x000264e5 0x004262e5 4   6    .text   utf8    Ső{H blocks=Basic Latin,Latin Extended-A
2218 0x00026521 0x00426321 5   7    .text   utf8    Fƙf4& blocks=Basic Latin,Latin Extended-B
2219 0x00026534 0x00426334 4   5    .text   ascii   'U#6
2220 0x00026576 0x00426376 5   6    .text   ascii   :>[6/
2221 0x00026590 0x00426390 8   9    .text   ascii   ks'=ODO'
2222 0x000265b6 0x004263b6 8   9    .text   ascii    *UX[8]"
2223 0x000265cf 0x004263cf 5   6    .text   ascii   '\boUz
2224 0x000265fc 0x004263fc 4   6    .text   utf8    ½ZzD blocks=Latin-1 Supplement,Basic Latin
2225 0x00026622 0x00426422 5   7    .text   utf8    $[[߂6 blocks=Basic Latin,NKo
2226 0x00026638 0x00426438 6   9    .text   utf8    (ރ:@Ēn blocks=Basic Latin,Thaana,Latin Extended-A
2227 0x00026667 0x00426467 4   6    .text   utf8    \v.Lͺ blocks=Basic Latin,Greek and Coptic
2228 0x00026729 0x00426529 4   6    .text   utf8    Ùym* blocks=Latin-1 Supplement,Basic Latin
2229 0x0002673f 0x0042653f 4   5    .text   ascii   }PtF
2230 0x0002676a 0x0042656a 5   7    .text   utf8    }:ل^8 blocks=Basic Latin,Arabic
2231 0x00026776 0x00426576 5   6    .text   ascii   Mi\tm\a
2232 0x00026801 0x00426601 9   13   .text   utf8    ŕsW]7䓰\!; blocks=Latin Extended-A,Basic Latin,CJK Unified Ideographs Extension A
2233 0x00026811 0x00426611 4   6    .text   utf8    Ȟ7 [ blocks=Latin Extended-B,Basic Latin
2234 0x00026826 0x00426626 4   5    .text   ascii   g\f\v$
2235 0x0002684a 0x0042664a 4   5    .text   ascii   {F%0
2236 0x00026893 0x00426693 6   7    .text   ascii   b0</tg
2237 0x000268a3 0x004266a3 4   5    .text   ascii   jdp4
2238 0x000268b9 0x004266b9 6   8    .text   utf8    D%̩>G9 blocks=Basic Latin,Combining Diacritical Marks
2239 0x000268eb 0x004266eb 5   6    .text   ascii   H?Y_d
2240 0x00026934 0x00426734 5   6    .text   ascii   zW\t`D
2241 0x0002695f 0x0042675f 6   7    .text   ascii   \v[*z\rw
2242 0x0002698b 0x0042678b 6   9    .text   utf8    rRM՝8ė blocks=Basic Latin,Armenian,Latin Extended-A
2243 0x000269ba 0x004267ba 7   9    .text   utf8    Gk'y.ŀ4 blocks=Basic Latin,Latin Extended-A
2244 0x00026a13 0x00426813 5   6    .text   ascii   \fx<\tl
2245 0x00026a1d 0x0042681d 4   5    .text   ascii   3b\f-
2246 0x00026a2d 0x0042682d 5   6    .text   ascii   [\nrv,
2247 0x00026a34 0x00426834 4   5    .text   ascii   gPNz
2248 0x00026a5b 0x0042685b 4   6    .text   utf8    ߈\~s blocks=NKo,Basic Latin
2249 0x00026a9b 0x0042689b 4   5    .text   ascii   \vJ!S
2250 0x00026adf 0x004268df 5   7    .text   utf8    .r6Ēy blocks=Basic Latin,Latin Extended-A
2251 0x00026afd 0x004268fd 5   6    .text   ascii   $U<wS
2252 0x00026b03 0x00426903 4   5    .text   ascii   XAa&
2253 0x00026b51 0x00426951 4   5    .text   ascii   G<EL
2254 0x00026bb4 0x004269b4 4   5    .text   ascii   2~In
2255 0x00026be8 0x004269e8 4   5    .text   ascii   dc)~
2256 0x00026bef 0x004269ef 4   5    .text   ascii   *CL\e
2257 0x00026bfb 0x004269fb 4   5    .text   ascii   CErp
2258 0x00026c54 0x00426a54 5   6    .text   ascii   SA#8r
2259 0x00026c7c 0x00426a7c 5   7    .text   utf8    Wj#NÞ blocks=Basic Latin,Latin-1 Supplement
2260 0x00026cd4 0x00426ad4 5   7    .text   utf8    u;Iαf blocks=Basic Latin,Greek and Coptic
2261 0x00026cdc 0x00426adc 4   6    .text   utf8    wa{Қ blocks=Basic Latin,Cyrillic
2262 0x00026cee 0x00426aee 4   6    .text   utf8    ͂@0\ blocks=Combining Diacritical Marks,Basic Latin
2263 0x00026cfe 0x00426afe 5   6    .text   ascii   u-:'=
2264 0x00026d1a 0x00426b1a 4   5    .text   ascii   e]"?
2265 0x00026d29 0x00426b29 6   7    .text   ascii   ]gO844
2266 0x00026d67 0x00426b67 4   6    .text   utf8    cޓL\r blocks=Basic Latin,Thaana
2267 0x00026d77 0x00426b77 4   5    .text   ascii   <ep?
2268 0x00026d82 0x00426b82 4   5    .text   ascii   o/!~
2269 0x00026d96 0x00426b96 4   6    .text   utf8    \aP+ƞ blocks=Basic Latin,Latin Extended-B
2270 0x00026db6 0x00426bb6 6   9    .text   utf8    H?ٷ/Pl blocks=Basic Latin,Arabic
2271 0x00026de3 0x00426be3 4   6    .text   utf8    OP/ȿ blocks=Basic Latin,Latin Extended-B
2272 0x00026e3f 0x00426c3f 6   7    .text   ascii   w1F)'!
2273 0x00026e64 0x00426c64 4   5    .text   ascii   TJi"
2274 0x00026e97 0x00426c97 4   5    .text   ascii   j:I]
2275 0x00026ec2 0x00426cc2 6   7    .text   ascii   ?B\J$(
2276 0x00026ece 0x00426cce 4   5    .text   ascii   \aUsX
2277 0x00026f1c 0x00426d1c 4   5    .text   ascii   Ez<T
2278 0x00026f3f 0x00426d3f 6   7    .text   ascii   i\a$|Zv
2279 0x00026f46 0x00426d46 7   9    .text   utf8    -{q|0'ς blocks=Basic Latin,Greek and Coptic
2280 0x00026f69 0x00426d69 5   7    .text   utf8    ЁUAo  blocks=Cyrillic,Basic Latin
2281 0x00026f74 0x00426d74 5   7    .text   utf8    \n\tʛ-q blocks=Basic Latin,IPA Extensions
2282 0x00026fb3 0x00426db3 5   6    .text   ascii   [MoCp
2283 0x00026fba 0x00426dba 6   7    .text   ascii   \f|z,1Z
2284 0x00027022 0x00426e22 5   6    .text   ascii   lw*| 
2285 0x0002702c 0x00426e2c 4   6    .text   utf8    {̡*( blocks=Basic Latin,Combining Diacritical Marks
2286 0x00027049 0x00426e49 4   5    .text   ascii   o"@h
2287 0x00027057 0x00426e57 4   5    .text   ascii   nbnd
2288 0x0002707f 0x00426e7f 5   7    .text   utf8    jkլmj blocks=Basic Latin,Armenian
2289 0x00027086 0x00426e86 5   8    .text   utf8    ;ᢿWK( blocks=Basic Latin,Unified Canadian Aboriginal Syllabics Extended
2290 0x000270b2 0x00426eb2 5   6    .text   ascii   \t(EC$
2291 0x000270d0 0x00426ed0 4   5    .text   ascii   m5AR
2292 0x000270e6 0x00426ee6 4   5    .text   ascii   dF]<
2293 0x0002714a 0x00426f4a 4   5    .text   ascii   &^C@
2294 0x0002715a 0x00426f5a 8   9    .text   ascii    47:p6`x
2295 0x00027168 0x00426f68 4   6    .text   utf8    7H^ɚ blocks=Basic Latin,IPA Extensions
2296 0x00027179 0x00426f79 4   5    .text   ascii   )<z\t
2297 0x0002718c 0x00426f8c 7   8    .text   ascii   rpP;|VK
2298 0x0002719b 0x00426f9b 4   5    .text   ascii    >G(
2299 0x000271a8 0x00426fa8 5   9    .text   utf8    osQÄ鍪 blocks=Basic Latin,Latin-1 Supplement,CJK Unified Ideographs
2300 0x000271f1 0x00426ff1 5   6    .text   ascii   Mbd=+
2301 0x00027215 0x00427015 4   6    .text   utf8    ̈́/f\b blocks=Combining Diacritical Marks,Basic Latin
2302 0x00027232 0x00427032 4   5    .text   ascii   Yg\x
2303 0x00027278 0x00427078 4   5    .text   ascii   ffC%
2304 0x0002729e 0x0042709e 6   7    .text   ascii   _g4`\tj
2305 0x000272ea 0x004270ea 4   5    .text   ascii   $c2y
2306 0x00027308 0x00427108 6   7    .text   ascii   n_PTXT
2307 0x00027314 0x00427114 4   5    .text   ascii   8&e2
2308 0x00027332 0x00427132 4   5    .text   ascii   m\ni5
2309 0x00027337 0x00427137 5   6    .text   ascii   ,MmX_
2310 0x00027392 0x00427192 4   5    .text   ascii   b#d7
2311 0x000273f0 0x004271f0 4   5    .text   ascii   IMn+
2312 0x00027409 0x00427209 4   5    .text   ascii   a@z'
2313 0x00027410 0x00427210 4   5    .text   ascii   x}xZ
2314 0x00027438 0x00427238 4   5    .text   ascii   <Dym
2315 0x00027450 0x00427250 6   8    .text   utf8    ;=#ŉvQ blocks=Basic Latin,Latin Extended-A
2316 0x00027473 0x00427273 4   5    .text   ascii   ^X3s
2317 0x000274ac 0x004272ac 4   5    .text   ascii   yb"\v
