[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x00000138 0x00000138 5   6            ascii   drws1
1    0x0000015f 0x0000015f 6   7            ascii   `drws2
2    0x00000188 0x00000188 5   6            ascii   drws3
3    0x000001af 0x000001af 6   7            ascii   @drws4
2626 0x00027565 0x00427565 6   7    drws1   ascii   D$$;G 
2627 0x00027576 0x00427576 4   7    drws1   utf8    L$,띋 blocks=Basic Latin,Hangul Syllables
2628 0x00027593 0x00427593 6   8    drws1   utf8    \b\vЉT$, blocks=Basic Latin,Cyrillic
2629 0x000275ca 0x004275ca 4   6    drws1   utf8    ƉT$( blocks=Latin Extended-B,Basic Latin
2630 0x000275d0 0x004275d0 5   6    drws1   ascii   D$$~1
2631 0x000275ec 0x004275ec 7   8    drws1   ascii   W$E;o |
2632 0x00027601 0x00427601 4   5    drws1   ascii   T$(3
2633 0x00027611 0x00427611 5   6    drws1   ascii   ;W(vX
2634 0x00027661 0x00427661 4   5    drws1   ascii   ;O(w
2635 0x0002766b 0x0042766b 4   5    drws1   ascii   T$(@
2636 0x00027670 0x00427670 8   9    drws1   ascii   D$$;G }U
2637 0x000276c0 0x004276c0 4   5    drws1   ascii   L$,@
2638 0x000276c5 0x004276c5 7   8    drws1   ascii   D$$;G |
2639 0x000278d2 0x004278d2 4   5    drws1   ascii   t?=\e
2640 0x00027925 0x00427925 5   8    drws1   utf8    Tt넔$X blocks=Basic Latin,Hangul Syllables
2641 0x00027959 0x00427959 4   6    drws1   utf8    ;_xs
2642 0x00027962 0x00427962 4   6    drws1   utf8    ҡH)D blocks=Cyrillic,Basic Latin
2643 0x00027997 0x00427997 4   6    drws1   utf8    Gl+I
2644 0x00027a4b 0x00427a4b 5   6    drws1   ascii   D$,PV
2645 0x00027aab 0x00427aab 6   9    drws1   utf8    D$,랋Wp blocks=Basic Latin,Hangul Syllables
2646 0x00027ac6 0x00427ac6 6   7    drws1   ascii   <]t\b<T
2647 0x00027b9e 0x00427b9e 4   5    drws1   ascii   E@PV
2648 0x00027c00 0x00427c00 7   11   drws1   utf8    р:Tt싄$\ blocks=Cyrillic,Basic Latin,Hangul Syllables
2649 0x00027c75 0x00427c75 4   6    drws1   utf8    +щT$ blocks=Basic Latin,Cyrillic
2650 0x00027c7d 0x00427c7d 4   5    drws1   ascii   <ar 
2651 0x00027ca2 0x00427ca2 5   6    drws1   ascii   t$$<X
2652 0x00027ccd 0x00427ccd 6   7    drws1   ascii   <_t\b<b
2653 0x00027d16 0x00427d16 4   5    drws1   ascii   +Ohj
2654 0x00027d42 0x00427d42 4   5    drws1   ascii   tH9Q
2655 0x00027da5 0x00427da5 4   5    drws1   ascii   ;\$$
2656 0x00027e22 0x00427e22 8   9    drws1   ascii   9w<t\t;_h
2657 0x00027e3f 0x00427e3f 5   6    drws1   ascii   t_;_l
2658 0x00027f2e 0x00427f2e 5   6    drws1   ascii   9wPuk
2659 0x0002801d 0x0042801d 7   9    drws1   utf8    ;_hu\a3\v
2660 0x00028029 0x00428029 4   5    drws1   ascii   ;_xw
2661 0x00028047 0x00428047 4   5    drws1   ascii   ;_lr
2662 0x0002805c 0x0042805c 5   6    drws1   ascii   G\9G|
2663 0x0002807a 0x0042807a 4   6    drws1   utf8    @#ȊE blocks=Basic Latin,Latin Extended-B
2664 0x000280ab 0x004280ab 6   7    drws1   ascii   tV;_ls
2665 0x000280ce 0x004280ce 4   5    drws1   ascii   C;Gl
2666 0x00028104 0x00428104 4   5    drws1   ascii   Gl+G
2667 0x00028111 0x00428111 5   6    drws1   ascii   A:G,u
2668 0x00028130 0x00428130 4   5    drws1   ascii   C;Gl
2669 0x0002814e 0x0042814e 4   5    drws1   ascii   @9G|
2670 0x00028157 0x00428157 4   5    drws1   ascii   ;_ls
2671 0x0002816c 0x0042816c 4   5    drws1   ascii   ;_ls
2672 0x00028187 0x00428187 4   5    drws1   ascii   ;_ls
2673 0x0002819e 0x0042819e 4   5    drws1   ascii   ;_ls
2674 0x000281b2 0x004281b2 4   5    drws1   ascii   ;_ls
2675 0x00028200 0x00428200 4   5    drws1   ascii   \rt+=
2676 0x000283f4 0x004283f4 5   6    drws1   ascii   9wHt\b
2677 0x000283fa 0x004283fa 4   6    drws1   utf8    ։t$$ blocks=Armenian,Basic Latin
2678 0x0002840f 0x0042840f 5   6    drws1   ascii   D$3<F
2679 0x0002841a 0x0042841a 6   7    drws1   ascii   <KvD<M
2680 0x0002842d 0x0042842d 4   5    drws1   ascii   |$3M
2681 0x00028459 0x00428459 4   5    drws1   ascii   DD$<
2682 0x00028464 0x00428464 4   5    drws1   ascii   D$3E
2683 0x00028483 0x00428483 4   5    drws1   ascii   DD$<
2684 0x0002849f 0x0042849f 4   5    drws1   ascii   D$ ;
2685 0x000284d2 0x004284d2 4   5    drws1   ascii   D$ ;
2686 0x000284d7 0x004284d7 4   6    drws1   utf8    ~͋D$ blocks=Basic Latin,Combining Diacritical Marks
2687 0x00028539 0x00428539 8   9    drws1   ascii   <KvF<Mw{
2688 0x0002856d 0x0042856d 5   7    drws1   utf8    DЉT$( blocks=Basic Latin,Cyrillic
2689 0x00028576 0x00428576 4   6    drws1   utf8    3҉L$ blocks=Basic Latin,Cyrillic
2690 0x0002858b 0x0042858b 6   8    drws1   utf8    B#ʉL$$ blocks=Basic Latin,IPA Extensions
2691 0x000285ca 0x004285ca 4   5    drws1   ascii   T$ ;
2692 0x000285cf 0x004285cf 5   6    drws1   ascii   |8;_l
2693 0x00028602 0x00428602 4   5    drws1   ascii   D$ ;
2694 0x00028607 0x00428607 6   8    drws1   utf8    ~ȋD$(; blocks=Basic Latin,Latin Extended-B
2695 0x00028689 0x00428689 4   7    drws1   utf8    \b\vЋʃ blocks=Basic Latin,Cyrillic,IPA Extensions
2696 0x000286aa 0x004286aa 4   5    drws1   ascii   |$3&
2697 0x000286b2 0x004286b2 4   6    drws1   utf8    \tD$$
2698 0x000286c4 0x004286c4 4   5    drws1   ascii   D$(E
2699 0x00028734 0x00428734 4   5    drws1   ascii   D$ 3
2700 0x0002873b 0x0042873b 4   5    drws1   ascii   D$,;
2701 0x00028740 0x00428740 5   6    drws1   ascii   |3;_l
2702 0x0002875e 0x0042875e 4   5    drws1   ascii   9D$ 
2703 0x00028769 0x00428769 4   5    drws1   ascii   D$,@
2704 0x0002876e 0x0042876e 4   5    drws1   ascii   D$,;
2705 0x00028789 0x00428789 5   7    drws1   utf8    ÉD$$; blocks=Latin-1 Supplement,Basic Latin
2706 0x000287ad 0x004287ad 5   6    drws1   ascii   9D$ u
2707 0x000287e0 0x004287e0 5   6    drws1   ascii   D$4PV
2708 0x0002881d 0x0042881d 8   9    drws1   ascii   D$4;\$$s
2709 0x00028840 0x00428840 5   6    drws1   ascii   G\9G|
2710 0x00028860 0x00428860 4   5    drws1   ascii   D$,;
2711 0x00028865 0x00428865 5   6    drws1   ascii   |$;_l
2712 0x00028873 0x00428873 5   6    drws1   ascii   C9D$ 
2713 0x0002887f 0x0042887f 4   5    drws1   ascii   D$,@
2714 0x00028884 0x00428884 4   5    drws1   ascii   D$,;
2715 0x000288b8 0x004288b8 5   6    drws1   ascii   9D$ u
2716 0x000288c2 0x004288c2 4   7    drws1   utf8    |苌$@ blocks=Basic Latin,CJK Unified Ideographs
2717 0x000288eb 0x004288eb 5   6    drws1   ascii   D$4PV
2718 0x00028928 0x00428928 6   7    drws1   ascii   D$4;\$
2719 0x0002894b 0x0042894b 5   6    drws1   ascii   G\9G|
2720 0x000289c7 0x004289c7 4   7    drws1   utf8    \b\vЋʃ blocks=Basic Latin,Cyrillic,IPA Extensions
2721 0x000289e1 0x004289e1 4   5    drws1   ascii   |$33
2722 0x000289e9 0x004289e9 4   6    drws1   utf8    \tD$$
2723 0x000289fb 0x004289fb 4   5    drws1   ascii   D$(E
2724 0x00028a83 0x00428a83 4   5    drws1   ascii   D$ 3
2725 0x00028a8a 0x00428a8a 4   5    drws1   ascii   D$,;
2726 0x00028a8f 0x00428a8f 5   6    drws1   ascii   |3;_l
2727 0x00028aad 0x00428aad 4   5    drws1   ascii   9D$ 
2728 0x00028ab8 0x00428ab8 4   5    drws1   ascii   D$,@
2729 0x00028abd 0x00428abd 4   5    drws1   ascii   D$,;
2730 0x00028b00 0x00428b00 5   6    drws1   ascii   9D$ t
2731 0x00028b33 0x00428b33 5   6    drws1   ascii   D$4PV
2732 0x00028b6f 0x00428b6f 7   8    drws1   ascii   D$4K;\$
2733 0x00028b93 0x00428b93 5   6    drws1   ascii   G\9G|
2734 0x00028bb8 0x00428bb8 5   6    drws1   ascii   |$;_l
2735 0x00028bc6 0x00428bc6 5   6    drws1   ascii   C9D$ 
2736 0x00028c0b 0x00428c0b 5   6    drws1   ascii   9D$ t
2737 0x00028c15 0x00428c15 4   7    drws1   utf8    |苌$@ blocks=Basic Latin,CJK Unified Ideographs
2738 0x00028c3e 0x00428c3e 5   6    drws1   ascii   D$4PV
2739 0x00028c7a 0x00428c7a 7   8    drws1   ascii   D$4K;\$
2740 0x00028c9e 0x00428c9e 5   6    drws1   ascii   G\9G|
2741 0x00028cc7 0x00428cc7 6   8    drws1   utf8    3\tT$ @
2742 0x00028ce9 0x00428ce9 5   7    drws1   utf8    \tD$ 3
2743 0x00028cf0 0x00428cf0 4   5    drws1   ascii   |$3@
2744 0x00028cff 0x00428cff 4   6    drws1   utf8    ։D$( blocks=Armenian,Basic Latin
2745 0x00028d34 0x00428d34 4   5    drws1   ascii   \tD$ 
2746 0x00028d3a 0x00428d3a 4   9    drws1   utf8    떍BǋЃ blocks=Hangul Syllables,Basic Latin,Latin Extended-B,Cyrillic
2747 0x00028d5a 0x00428d5a 4   5    drws1   ascii   DD$<
2748 0x00028dd5 0x00428dd5 4   5    drws1   ascii   :G,u
2749 0x00028e47 0x00428e47 4   5    drws1   ascii   \rt&=
2750 0x00028e70 0x00428e70 4   5    drws1   ascii   ;_ls
2751 0x00028eeb 0x00428eeb 4   5    drws1   ascii    t\v=
2752 0x00028f79 0x00428f79 4   5    drws1   ascii   \r~\v=
2753 0x00029022 0x00429022 4   5    drws1   ascii   A;_l
2754 0x00029064 0x00429064 4   5    drws1   ascii   A;_l
2755 0x0002909b 0x0042909b 5   6    drws1   ascii   |];_l
2756 0x000290d0 0x004290d0 5   6    drws1   ascii   |(;_l
2757 0x000290f8 0x004290f8 4   6    drws1   utf8    ~؋D$ blocks=Basic Latin,Arabic
2758 0x00029105 0x00429105 4   5    drws1   ascii   ;T$ 
2759 0x00029165 0x00429165 4   5    drws1   ascii   :G,u
2760 0x00029175 0x00429175 7   8    drws1   ascii   :G-t\fCB
2761 0x00029180 0x00429180 5   6    drws1   ascii   ;T$ |
2762 0x000291ab 0x004291ab 5   6    drws1   ascii   D$4PV
2763 0x000291e8 0x004291e8 6   7    drws1   ascii   D$4;\$
2764 0x0002920b 0x0042920b 5   6    drws1   ascii   G\9G|
2765 0x0002923b 0x0042923b 5   6    drws1   ascii   C;_ls
2766 0x00029249 0x00429249 4   5    drws1   ascii   C;_l
2767 0x00029254 0x00429254 4   5    drws1   ascii   ;\nu&
2768 0x0002926f 0x0042926f 4   5    drws1   ascii   \ft\v=
2769 0x0002928d 0x0042928d 4   5    drws1   ascii   +;_l
2770 0x000292c7 0x004292c7 4   5    drws1   ascii   #;_l
2771 0x000292db 0x004292db 4   5    drws1   ascii    t\v=
2772 0x000292f9 0x004292f9 4   5    drws1   ascii   =;_l
2773 0x00029345 0x00429345 4   5    drws1   ascii   -;_l
2774 0x00029363 0x00429363 4   5    drws1   ascii   \rt\v=
2775 0x00029395 0x00429395 7   8    drws1   ascii   CB;T$ |
2776 0x000293bb 0x004293bb 7   8    drws1   ascii   CB;T$ |
2777 0x000293e1 0x004293e1 7   8    drws1   ascii   CB;T$ |
2778 0x00029407 0x00429407 7   8    drws1   ascii   CB;T$ |
2779 0x0002942d 0x0042942d 7   8    drws1   ascii   CB;T$ |
2780 0x0002943a 0x0042943a 4   5    drws1   ascii   ;_ls
2781 0x0002944f 0x0042944f 7   8    drws1   ascii   CB;T$ |
2782 0x000294fb 0x004294fb 4   5    drws1   ascii   t$DW
2783 0x00029533 0x00429533 6   8    drws1   utf8    \b\vȉL$, blocks=Basic Latin,Latin Extended-B
2784 0x00029573 0x00429573 5   6    drws1   ascii   <)Tu~
2785 0x000295e9 0x004295e9 5   7    drws1   utf8    \b\vȋD$ blocks=Basic Latin,Latin Extended-B
2786 0x000295f1 0x004295f1 4   5    drws1   ascii   <)Tt
2787 0x0002961e 0x0042961e 5   6    drws1   ascii   X_^][
2788 0x00029675 0x00429675 4   5    drws1   ascii   9wXt
2789 0x00029705 0x00429705 4   5    drws1   ascii   9D$(
2790 0x0002973a 0x0042973a 6   7    drws1   ascii   D$(@PV
2791 0x000297a2 0x004297a2 6   7    drws1   ascii   D$(;D$
2792 0x000297b3 0x004297b3 4   5    drws1   ascii   ;_lr
2793 0x000297c5 0x004297c5 5   6    drws1   ascii   G\9G|
2794 0x000297e3 0x004297e3 5   6    drws1   ascii   D$4PV
2795 0x0002981d 0x0042981d 4   5    drws1   ascii   +\$$
2796 0x00029822 0x00429822 6   7    drws1   ascii   D$4;\$
2797 0x0002985c 0x0042985c 6   7    drws1   ascii   D$(9D$
2798 0x00029869 0x00429869 4   5    drws1   ascii   ;_ls
2799 0x000298d6 0x004298d6 7   8    drws1   ascii   }X;_ls+
2800 0x00029900 0x00429900 5   6    drws1   ascii   ;D$(|
2801 0x0002991b 0x0042991b 5   6    drws1   ascii   G\9G|
2802 0x00029939 0x00429939 5   6    drws1   ascii   D$4PV
2803 0x00029974 0x00429974 7   8    drws1   ascii   D$4K;\$
2804 0x000299cc 0x004299cc 4   5    drws1   ascii   9D$ 
2805 0x00029a3f 0x00429a3f 5   6    drws1   ascii   C9D$ 
2806 0x00029abb 0x00429abb 4   5    drws1   ascii   9D$ 
2807 0x00029b2e 0x00429b2e 5   6    drws1   ascii   C9D$ 
2808 0x00029b96 0x00429b96 4   5    drws1   ascii   ;T$ 
2809 0x00029be1 0x00429be1 4   5    drws1   ascii   :G,u
2810 0x00029d5d 0x00429d5d 5   7    drws1   utf8    +ΉD$8 blocks=Basic Latin,Greek and Coptic
2811 0x00029d76 0x00429d76 4   5    drws1   ascii   +Ghj
2812 0x00029d96 0x00429d96 5   6    drws1   ascii   L$,QP
2813 0x00029e05 0x00429e05 4   7    drws1   utf8    L$,돋 blocks=Basic Latin,Hangul Syllables
2814 0x00029edf 0x00429edf 4   5    drws1   ascii   T$,R
2815 0x00029ef8 0x00429ef8 4   5    drws1   ascii   D$4=
2816 0x00029f20 0x00429f20 4   5    drws1   ascii   D$49
2817 0x0002a1cc 0x0042a1cc 7   8    drws1   ascii   T$4;Wdu
2818 0x0002a1e4 0x0042a1e4 6   8    drws1   utf8    \b\vȉL$D blocks=Basic Latin,Latin Extended-B
2819 0x0002a22b 0x0042a22b 4   6    drws1   utf8    ȉL$L blocks=Latin Extended-B,Basic Latin
2820 0x0002a2bc 0x0042a2bc 4   5    drws1   ascii   D$,;
2821 0x0002a4d8 0x0042a4d8 9   10   drws1   ascii   \a\b\t\n\v\f\rJJ
2822 0x0002a4ef 0x0042a4ef 6   7    drws1   ascii   \e\e\e\e\e\e
2823 0x0002a4fa 0x0042a4fa 74  75   drws1   ascii    !""""""##$%&'())))))**+,-./JJJJJJJJ00J1234555676789:;<:;<JJJJJ=>?@ABCDEFG
2824 0x0002a6c6 0x0042a6c6 5   6    drws1   ascii   ?ERCP
2825 0x0002a79f 0x0042a79f 6   8    drws1   utf8    \v#ǉD$$ blocks=Basic Latin,Latin Extended-B
2826 0x0002a8cc 0x0042a8cc 4   5    drws1   ascii   \$`9
2827 0x0002a8f4 0x0042a8f4 4   6    drws1   utf8    ߉\$` blocks=NKo,Basic Latin
2828 0x0002a921 0x0042a921 6   9    drws1   utf8    L$t멋E\b blocks=Basic Latin,Hangul Syllables
2829 0x0002aa32 0x0042aa32 5   6    drws1   ascii   D$Dt\f
2830 0x0002aad7 0x0042aad7 5   6    drws1   ascii   D$hPR
2831 0x0002ab03 0x0042ab03 6   7    drws1   ascii   \a:D$tu
2832 0x0002ab12 0x0042ab12 5   6    drws1   ascii   :D$ut
2833 0x0002ab36 0x0042ab36 9   10   drws1   ascii   xB9T$Dt3;
2834 0x0002abb4 0x0042abb4 4   5    drws1   ascii   D$hP
2835 0x0002abe9 0x0042abe9 5   6    drws1   ascii   :D$tu
2836 0x0002abf7 0x0042abf7 5   6    drws1   ascii   :D$ut
2837 0x0002ac5a 0x0042ac5a 6   7    drws1   ascii   ;L$4vH
2838 0x0002acbc 0x0042acbc 5   6    drws1   ascii   D$XPj
2839 0x0002ad4a 0x0042ad4a 6   7    drws1   ascii   9|$8tZ
2840 0x0002ad5d 0x0042ad5d 5   6    drws1   ascii   D$hPR
2841 0x0002ad8e 0x0042ad8e 5   6    drws1   ascii   :D$tu
2842 0x0002ada0 0x0042ada0 4   5    drws1   ascii   :D$u
2843 0x0002adac 0x0042adac 4   5    drws1   ascii   9|$0
2844 0x0002adc5 0x0042adc5 4   5    drws1   ascii   \ru(;
2845 0x0002add7 0x0042add7 4   5    drws1   ascii   @\f u
2846 0x0002ae1c 0x0042ae1c 6   7    drws1   ascii   9l$(tK
2847 0x0002af14 0x0042af14 5   6    drws1   ascii   X_^][
2848 0x0002af5b 0x0042af5b 5   8    drws1   utf8    3ۉ]܉] blocks=Basic Latin,Arabic,Syriac
2849 0x0002afdd 0x0042afdd 4   6    drws1   utf8    E܉F< blocks=Basic Latin,Syriac
2850 0x0002afe6 0x0042afe6 4   5    drws1   ascii   F@VQ
2851 0x0002b01e 0x0042b01e 4   5    drws1   ascii   PVPV
2852 0x0002b041 0x0042b041 4   5    drws1   ascii   \fh0\b
2853 0x0002b126 0x0042b126 5   6    drws1   ascii   u\bF;u
2854 0x0002b196 0x0042b196 5   6    drws1   ascii   \bWVWV
2855 0x0002b25e 0x0042b25e 4   6    drws1   utf8    ~auԴ blocks=Basic Latin,Armenian
2856 0x0002b26a 0x0042b26a 4   5    drws1   ascii   Z%u-
2857 0x0002b317 0x0042b317 5   6    drws1   ascii   D$DPh
2858 0x0002b336 0x0042b336 4   5    drws1   ascii   _^][
2859 0x0002b349 0x0042b349 6   7    drws1   ascii   SUVWj\f
2860 0x0002b350 0x0042b350 7   8    drws1   ascii   D$0ht)D
2861 0x0002b36e 0x0042b36e 4   5    drws1   ascii   D$,j
2862 0x0002b3b4 0x0042b3b4 4   6    drws1   utf8    2ۍL$ blocks=Basic Latin,Arabic
2863 0x0002b3c1 0x0042b3c1 4   5    drws1   ascii   _^][
2864 0x0002b3ee 0x0042b3ee 4   5    drws1   ascii   D$DP
2865 0x0002b3f9 0x0042b3f9 5   7    drws1   utf8    3\tL$(
2866 0x0002b40f 0x0042b40f 7   8    drws1   ascii   D$<PQQj
2867 0x0002b424 0x0042b424 4   5    drws1   ascii   D$`D
2868 0x0002b478 0x0042b478 5   6    drws1   ascii   SUVW3
2869 0x0002b4f1 0x0042b4f1 4   5    drws1   ascii   D$0P
2870 0x0002b504 0x0042b504 6   7    drws1   ascii   D$ PWV
2871 0x0002b516 0x0042b516 5   6    drws1   ascii   t)9|$
2872 0x0002b557 0x0042b557 4   5    drws1   ascii   _^][
2873 0x0002b568 0x0042b568 4   5    drws1   ascii   SUVW
2874 0x0002b5b0 0x0042b5b0 5   6    drws1   ascii   G;j<Z
2875 0x0002b674 0x0042b674 6   7    drws1   ascii   ~xf9TC
2876 0x0002b6ff 0x0042b6ff 4   5    drws1   ascii   _^][
2877 0x0002b79e 0x0042b79e 4   5    drws1   ascii   t\bSV
2878 0x0002b7ce 0x0042b7ce 4   5    drws1   ascii   Pt\a=
2879 0x0002b7e2 0x0042b7e2 4   5    drws1   ascii   <ds!
2880 0x0002b809 0x0042b809 4   5    drws1   ascii   _^][
2881 0x0002b867 0x0042b867 5   6    drws1   ascii   ;D$\bw
2882 0x0002b870 0x0042b870 6   7    drws1   ascii   D$\f;D$
2883 0x0002b887 0x0042b887 8   9    drws1   ascii   D$ SUVWP
2884 0x0002b890 0x0042b890 4   5    drws1   ascii   D$,P
2885 0x0002b895 0x0042b895 4   5    drws1   ascii   D$(P
2886 0x0002b89a 0x0042b89a 4   5    drws1   ascii   D$$P
2887 0x0002b8ee 0x0042b8ee 7   8    drws1   ascii   9t$$r(w
2888 0x0002b8f6 0x0042b8f6 6   7    drws1   ascii   9T$ r 
2889 0x0002b920 0x0042b920 9   10   drws1   ascii   tv9t$,r(w
2890 0x0002b92a 0x0042b92a 6   7    drws1   ascii   9T$(r 
2891 0x0002b954 0x0042b954 9   10   drws1   ascii   tB9t$4r%w
2892 0x0002b95e 0x0042b95e 5   6    drws1   ascii   9T$0r
2893 0x0002b9c3 0x0042b9c3 4   5    drws1   ascii   PPPP
2894 0x0002b9ce 0x0042b9ce 4   5    drws1   ascii   _^][
2895 0x0002b9de 0x0042b9de 5   6    drws1   ascii   SUVWR
2896 0x0002b9e4 0x0042b9e4 4   6    drws1   utf8    эL$$ blocks=Cyrillic,Basic Latin
2897 0x0002ba0a 0x0042ba0a 4   5    drws1   ascii   D$ P
2898 0x0002ba23 0x0042ba23 4   5    drws1   ascii   Sj\ah
2899 0x0002ba2c 0x0042ba2c 4   5    drws1   ascii   D$8P
2900 0x0002ba6c 0x0042ba6c 4   5    drws1   ascii   u&SS
2901 0x0002ba71 0x0042ba71 5   6    drws1   ascii   D$ PV
2902 0x0002baaa 0x0042baaa 4   5    drws1   ascii   t\tf9
2903 0x0002bac6 0x0042bac6 4   5    drws1   ascii   _^][
2904 0x0002badf 0x0042badf 4   5    drws1   ascii   SVWj
2905 0x0002baf5 0x0042baf5 5   6    drws1   ascii   E\b1D$
2906 0x0002bafb 0x0042bafb 5   6    drws1   ascii   f1D$ 
2907 0x0002bb06 0x0042bb06 4   5    drws1   ascii   f1D$
2908 0x0002bb15 0x0042bb15 5   6    drws1   ascii   D\r\f0D
2909 0x0002bb27 0x0042bb27 5   8    drws1   utf8    \brꍌ$( blocks=Basic Latin,Yi Syllables
2910 0x0002bb84 0x0042bb84 6   7    drws1   ascii   \f~j2X+
2911 0x0002bbb2 0x0042bbb2 5   6    drws1   ascii   SVPQj
2912 0x0002bc44 0x0042bc44 8   10   drws1   utf8    SUVWj\a3\v
2913 0x0002bca3 0x0042bca3 4   5    drws1   ascii   D$LP
2914 0x0002bcb4 0x0042bcb4 4   5    drws1   ascii   T$LY
2915 0x0002bcc4 0x0042bcc4 4   6    drws1   utf8    PǄ$\f blocks=Basic Latin,Latin Extended-B
2916 0x0002bd2e 0x0042bd2e 4   5    drws1   ascii   T$h3
2917 0x0002bd3e 0x0042bd3e 4   5    drws1   ascii   D$lP
2918 0x0002bd54 0x0042bd54 4   6    drws1   utf8    EʉL$ blocks=Basic Latin,IPA Extensions
2919 0x0002bd5a 0x0042bd5a 6   8    drws1   utf8    3ɍT$hA blocks=Basic Latin,Latin Extended-B
2920 0x0002bd67 0x0042bd67 4   5    drws1   ascii   D$$P
2921 0x0002bd6c 0x0042bd6c 5   6    drws1   ascii   D$$Pj
2922 0x0002bd73 0x0042bd73 4   5    drws1   ascii   D$tP
2923 0x0002bdc7 0x0042bdc7 4   5    drws1   ascii   t"WV
2924 0x0002bdda 0x0042bdda 4   5    drws1   ascii   D$<P
2925 0x0002bdee 0x0042bdee 4   5    drws1   ascii   D$<j
2926 0x0002be0d 0x0042be0d 4   5    drws1   ascii   D$hj
2927 0x0002be1d 0x0042be1d 4   5    drws1   ascii   D$hP
2928 0x0002be22 0x0042be22 4   5    drws1   ascii   D$LP
2929 0x0002be4f 0x0042be4f 4   5    drws1   ascii   _^][
2930 0x0002be9b 0x0042be9b 4   5    drws1   ascii   ht)D
2931 0x0002bed2 0x0042bed2 4   5    drws1   ascii   5d)D
2932 0x0002beff 0x0042beff 5   6    drws1   ascii   Vht)D
2933 0x0002bfaf 0x0042bfaf 4   7    drws1   utf8    3҅\vE blocks=Basic Latin,Cyrillic
2934 0x0002c06f 0x0042c06f 6   7    drws1   ascii   QQSUVW
2935 0x0002c082 0x0042c082 4   6    drws1   utf8    3\tD$
2936 0x0002c0ac 0x0042c0ac 4   6    drws1   utf8    EʉL$ blocks=Basic Latin,IPA Extensions
2937 0x0002c0db 0x0042c0db 4   5    drws1   ascii   t$(S
2938 0x0002c121 0x0042c121 6   7    drws1   ascii   _^][YY
2939 0x0002c17f 0x0042c17f 4   5    drws1   ascii   _^][
2940 0x0002c198 0x0042c198 7   8    drws1   ascii   <3t\n,4<
2941 0x0002c1b0 0x0042c1b0 7   8    drws1   ascii   <0r\t<9w
2942 0x0002c1c2 0x0042c1c2 4   5    drws1   ascii   >^uU
2943 0x0002c1ff 0x0042c1ff 7   8    drws1   ascii   <0r\t<9w
2944 0x0002c21d 0x0042c21d 4   6    drws1   utf8    ^_[Ã blocks=Basic Latin,Latin-1 Supplement
2945 0x0002c294 0x0042c294 4   6    drws1   utf8    +Ս\f+ blocks=Basic Latin,Armenian
2946 0x0002c2ac 0x0042c2ac 4   5    drws1   ascii   D$PQ
2947 0x0002c2c7 0x0042c2c7 6   7    drws1   ascii   T$ jYY
2948 0x0002c2ea 0x0042c2ea 5   6    drws1   ascii   D$(Pj
2949 0x0002c335 0x0042c335 4   5    drws1   ascii   SUVW
2950 0x0002c3a7 0x0042c3a7 4   5    drws1   ascii   _^][
2951 0x0002c3e0 0x0042c3e0 4   5    drws1   ascii   SUVW
2952 0x0002c435 0x0042c435 4   5    drws1   ascii   _^][
2953 0x0002c43c 0x0042c43c 4   5    drws1   ascii   QQVW
2954 0x0002c453 0x0042c453 6   7    drws1   ascii   SUj [3
2955 0x0002c47f 0x0042c47f 6   7    drws1   ascii   r\af;D$
2956 0x0002c486 0x0042c486 6   7    drws1   ascii   v\af;D$
2957 0x0002c4ad 0x0042c4ad 6   7    drws1   ascii   r\af;D$
2958 0x0002c4b4 0x0042c4b4 6   7    drws1   ascii   v\af;D$
2959 0x0002c4cd 0x0042c4cd 4   5    drws1   ascii   6PQW
2960 0x0002c4df 0x0042c4df 5   6    drws1   ascii   w_^YY
2961 0x0002c506 0x0042c506 4   5    drws1   ascii   9< t
2962 0x0002c50f 0x0042c50f 4   5    drws1   ascii   <\r~\a
2963 0x0002c536 0x0042c536 4   5    drws1   ascii   <\r~\a
2964 0x0002c54c 0x0042c54c 5   6    drws1   ascii   ~\fVRW
2965 0x0002c58c 0x0042c58c 4   6    drws1   utf8    +ωL$ blocks=Basic Latin,Greek and Coptic
2966 0x0002c5d8 0x0042c5d8 5   6    drws1   ascii   _^][Y
2967 0x0002c5ee 0x0042c5ee 5   6    drws1   ascii   QQSUV
2968 0x0002c621 0x0042c621 4   5    drws1   ascii   f;T$
2969 0x0002c626 0x0042c626 4   5    drws1   ascii   t\ff;
2970 0x0002c649 0x0042c649 14  15   drws1   ascii   j\r^f90u\tj\n^f92
2971 0x0002c6a2 0x0042c6a2 5   6    drws1   ascii   Gj\r];
2972 0x0002c6b0 0x0042c6b0 6   7    drws1   ascii   _^][YY
2973 0x0002c6cd 0x0042c6cd 7   8    drws1   ascii   D$\bSUVW
2974 0x0002c6ea 0x0042c6ea 4   5    drws1   ascii   \a< t
