[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x00000150 0x00000150 4   5            ascii   Rich
1    0x0000029c 0x0000029c 5   6            ascii   .text
2    0x000002c3 0x000002c3 7   8            ascii   `.rdata
3    0x000002eb 0x000002eb 5   6            ascii   @.crt
4    0x00000314 0x00000314 5   6            ascii   .rsrc
5    0x0000033b 0x0000033b 7   8            ascii   @.reloc
2141 0x00021d77 0x10023377 4   5    .rdata  ascii   )ua&
2142 0x00021d83 0x10023383 4   5    .rdata  ascii   A?*|
2143 0x00021dac 0x100233ac 4   6    .rdata  utf8    \fݛdD blocks=Basic Latin,Arabic Supplement
2144 0x00021dda 0x100233da 4   5    .rdata  ascii   \b{[8
2145 0x00021de9 0x100233e9 4   5    .rdata  ascii   "'Y\a
2146 0x00021e0a 0x1002340a 5   7    .rdata  utf8    q#'$́ blocks=Basic Latin,Combining Diacritical Marks
2147 0x00021e1a 0x1002341a 4   5    .rdata  ascii   z#\r\a
2148 0x00021e23 0x10023423 9   10   .rdata  ascii   E\aQ)fDNOJ
2149 0x00021e3b 0x1002343b 4   5    .rdata  ascii   Kg:!
2150 0x00021e66 0x10023466 4   5    .rdata  ascii   k\vu<
2151 0x00021e8a 0x1002348a 4   5    .rdata  ascii   ^VX8
2152 0x00021ea1 0x100234a1 4   5    .rdata  ascii   tD8S
2153 0x00021f02 0x10023502 4   5    .rdata  ascii   c;^4
2154 0x00021f0d 0x1002350d 4   5    .rdata  ascii   cN-Q
2155 0x00021f23 0x10023523 4   5    .rdata  ascii   \fgX\b
2156 0x00021f33 0x10023533 4   5    .rdata  ascii   0|=.
2157 0x00021f3e 0x1002353e 7   8    .rdata  ascii   &>+K>e=
2158 0x00021f6b 0x1002356b 5   8    .rdata  utf8    j4!فƃ blocks=Basic Latin,Arabic,Latin Extended-B
2159 0x00021f9b 0x1002359b 4   5    .rdata  ascii   QU{N
2160 0x00021fc9 0x100235c9 5   7    .rdata  utf8    |=ɳ2J blocks=Basic Latin,IPA Extensions
2161 0x0002202e 0x1002362e 4   8    .rdata  utf8    JوRԒ blocks=Basic Latin,Arabic,Cyrillic Supplement
2162 0x0002204b 0x1002364b 5   6    .rdata  ascii   M8}\e\v
2163 0x00022070 0x10023670 5   7    .rdata  utf8    rRSşL blocks=Basic Latin,Latin Extended-A
2164 0x000220b8 0x100236b8 4   6    .rdata  utf8    H*KԖ blocks=Basic Latin,Cyrillic Supplement
2165 0x000220c5 0x100236c5 4   5    .rdata  ascii   ')o%
2166 0x00022163 0x10023763 9   10   .rdata  ascii   tydsHE-]u
2167 0x0002217d 0x1002377d 5   8    .rdata  utf8    \b5㗚&p blocks=Basic Latin,CJK Unified Ideographs Extension A
2168 0x00022192 0x10023792 4   5    .rdata  ascii   I\t D
2169 0x000221ee 0x100237ee 9   11   .rdata  utf8    ;1\b!ި|3u$ blocks=Basic Latin,Thaana
2170 0x0002220d 0x1002380d 4   5    .rdata  ascii   C+0{
2171 0x0002234e 0x1002394e 5   6    .rdata  ascii   >KI y
2172 0x0002236b 0x1002396b 6   8    .rdata  utf8    L5Y]\vʯ blocks=Basic Latin,IPA Extensions
2173 0x000223d8 0x100239d8 5   6    .rdata  ascii   )?*/X
2174 0x000223fe 0x100239fe 4   5    .rdata  ascii   !ew-
2175 0x00022450 0x10023a50 6   7    .rdata  ascii   AC1t:"
2176 0x0002245e 0x10023a5e 4   6    .rdata  utf8    3ϒ#* blocks=Basic Latin,Greek and Coptic
2177 0x000224a1 0x10023aa1 4   5    .rdata  ascii   G(A/
2178 0x000224dd 0x10023add 4   5    .rdata  ascii   E\aOg
2179 0x000224f4 0x10023af4 4   6    .rdata  utf8    D̴qu blocks=Basic Latin,Combining Diacritical Marks
2180 0x000224fa 0x10023afa 6   7    .rdata  ascii   NplY8i
2181 0x00022544 0x10023b44 4   5    .rdata  ascii   d$][
2182 0x000225ab 0x10023bab 4   5    .rdata  ascii   qe>j
2183 0x000225cf 0x10023bcf 5   6    .rdata  ascii   \aM\rgj
2184 0x00022623 0x10023c23 6   7    .rdata  ascii   G\t\a.aO
2185 0x00022650 0x10023c50 4   5    .rdata  ascii   %@=`
2186 0x0002269d 0x10023c9d 4   5    .rdata  ascii   \aJW#
2187 0x000226d0 0x10023cd0 4   5    .rdata  ascii   'ihU
2188 0x000226ec 0x10023cec 4   6    .rdata  utf8    ȓ\a ^ blocks=Latin Extended-B,Basic Latin
2189 0x0002277b 0x10023d7b 5   7    .rdata  utf8    ^Q*ئg blocks=Basic Latin,Arabic
2190 0x0002280d 0x10023e0d 5   7    .rdata  utf8    cѥnQM blocks=Basic Latin,Cyrillic
2191 0x00022824 0x10023e24 8   9    .rdata  ascii   6NAV\e-,x
2192 0x00022872 0x10023e72 7   10   .rdata  utf8    K^¦̌;-\ blocks=Basic Latin,Latin-1 Supplement,Combining Diacritical Marks
2193 0x0002287e 0x10023e7e 4   5    .rdata  ascii   ~{4B
2194 0x00022895 0x10023e95 4   5    .rdata  ascii   $4 3
2195 0x00022922 0x10023f22 4   5    .rdata  ascii   ;Y\e[
2196 0x00022969 0x10023f69 5   6    .rdata  ascii   \vu`$*
2197 0x00022975 0x10023f75 4   5    .rdata  ascii   ;^]G
2198 0x0002298f 0x10023f8f 4   6    .rdata  utf8    \b{#w
2199 0x0002299a 0x10023f9a 4   7    .rdata  utf8    ؈\bՔ6 blocks=Arabic,Basic Latin,Armenian
2200 0x00022a01 0x10024001 5   7    .rdata  utf8    m|\tNӼ blocks=Basic Latin,Cyrillic
2201 0x00022a10 0x10024010 5   8    .rdata  utf8    1?nd㍥ blocks=Basic Latin,CJK Compatibility
2202 0x00022a3e 0x1002403e 5   6    .rdata  ascii   OC?7 
2203 0x00022a6d 0x1002406d 5   6    .rdata  ascii   Lwnj}
2204 0x00022ae2 0x100240e2 4   5    .rdata  ascii   FPJ-
2205 0x00022af0 0x100240f0 6   10   .rdata  utf8    ivɏ. ꦝ blocks=Basic Latin,Latin Extended-B,Javanese
2206 0x00022afb 0x100240fb 4   5    .rdata  ascii   \vn*K
2207 0x00022b36 0x10024136 4   5    .rdata  ascii   g`gt
2208 0x00022bd3 0x100241d3 7   9    .rdata  utf8    \b2ڽ^iUt blocks=Basic Latin,Arabic
2209 0x00022c0a 0x1002420a 6   7    .rdata  ascii   ;)mk(8
2210 0x00022c1c 0x1002421c 5   6    .rdata  ascii   ~%(J+
2211 0x00022d1c 0x1002431c 4   5    .rdata  ascii   KpjQ
2212 0x00022d4b 0x1002434b 4   5    .rdata  ascii   Mdp5
2213 0x00022d60 0x10024360 7   8    .rdata  ascii   4\a(|%]}
2214 0x00022dea 0x100243ea 5   6    .rdata  ascii   c:S\v\n
2215 0x00022e34 0x10024434 4   8    .rdata  utf8    7ēN㧀 blocks=Basic Latin,Latin Extended-A,CJK Unified Ideographs Extension A
2216 0x00022e56 0x10024456 5   6    .rdata  ascii   zp|=E
2217 0x00022ec0 0x100244c0 5   8    .rdata  utf8    1ԾZΙr blocks=Basic Latin,Armenian,Greek and Coptic
2218 0x00022ecf 0x100244cf 4   6    .rdata  utf8    ǲuEV blocks=Latin Extended-B,Basic Latin
2219 0x00022f0b 0x1002450b 4   5    .rdata  ascii   Ev/S
2220 0x00022f71 0x10024571 4   6    .rdata  utf8    2wƁ@ blocks=Basic Latin,Latin Extended-B
2221 0x00022fbe 0x100245be 5   6    .rdata  ascii   VE{Rw
2222 0x00022fcb 0x100245cb 4   5    .rdata  ascii   &RS\v
2223 0x00022feb 0x100245eb 7   8    .rdata  ascii   8d!y8\e;
2224 0x00023004 0x10024604 5   6    .rdata  ascii   ;*@\n-
2225 0x00023098 0x10024698 4   6    .rdata  utf8    *@ʥV blocks=Basic Latin,IPA Extensions
2226 0x000230d8 0x100246d8 4   5    .rdata  ascii   VstP
2227 0x00023127 0x10024727 4   5    .rdata  ascii   J[\r]
2228 0x00023136 0x10024736 4   6    .rdata  utf8    ɱ9 y blocks=IPA Extensions,Basic Latin
2229 0x0002314b 0x1002474b 4   7    .rdata  utf8    `ކFك blocks=Basic Latin,Thaana,Arabic
2230 0x000231c3 0x100247c3 5   6    .rdata  ascii   bg\z\n
2231 0x000231c9 0x100247c9 4   6    .rdata  utf8    8\npχ blocks=Basic Latin,Greek and Coptic
2232 0x000231db 0x100247db 6   9    .rdata  utf8    3捤]\t4% blocks=Basic Latin,CJK Unified Ideographs
2233 0x000231fa 0x100247fa 9   11   .rdata  utf8    U[lej`}ˣh blocks=Basic Latin,Spacing Modifier Letters
2234 0x00023206 0x10024806 4   5    .rdata  ascii   y_M2
2235 0x0002323d 0x1002483d 6   9    .rdata  utf8    넵L!@Fw blocks=Hangul Syllables,Basic Latin
2236 0x00023246 0x10024846 4   5    .rdata  ascii   '|A/
2237 0x0002324b 0x1002484b 4   5    .rdata  ascii    -M[
2238 0x00023279 0x10024879 6   9    .rdata  utf8    k\;Gt blocks=Basic Latin,Private Use Area
2239 0x0002328d 0x1002488d 4   5    .rdata  ascii   Ah/q
2240 0x000232a5 0x100248a5 12  13   .rdata  ascii   i%@ccWu>O8%H
2241 0x000232ef 0x100248ef 4   5    .rdata  ascii   >Uy7
2242 0x00023301 0x10024901 4   5    .rdata  ascii   |v=d
2243 0x0002333a 0x1002493a 4   5    .rdata  ascii   .-\r;
2244 0x0002334c 0x1002494c 4   5    .rdata  ascii   @O:O
2245 0x0002337d 0x1002497d 4   5    .rdata  ascii   QG]9
2246 0x00023390 0x10024990 5   7    .rdata  utf8    Tyaۯb blocks=Basic Latin,Arabic
2247 0x000233d0 0x100249d0 4   5    .rdata  ascii   F?x~
2248 0x000233f2 0x100249f2 4   7    .rdata  utf8    ǃҺ33 blocks=Latin Extended-B,Cyrillic,Basic Latin
2249 0x00023483 0x10024a83 4   6    .rdata  utf8    ],Ɗy blocks=Basic Latin,Latin Extended-B
2250 0x000234a7 0x10024aa7 4   7    .rdata  utf8    ╈HgQ blocks=Box Drawing,Basic Latin
2251 0x000234b3 0x10024ab3 4   5    .rdata  ascii   f`YF
2252 0x0002356e 0x10024b6e 4   5    .rdata  ascii   XUb\v
2253 0x0002357b 0x10024b7b 4   5    .rdata  ascii   "~Ic
2254 0x0002362b 0x10024c2b 4   6    .rdata  utf8    t2lŋ blocks=Basic Latin,Latin Extended-A
2255 0x0002363f 0x10024c3f 6   8    .rdata  utf8    {\n2ưh9 blocks=Basic Latin,Latin Extended-B
2256 0x00023659 0x10024c59 6   7    .rdata  ascii   r#h5]b
2257 0x00023685 0x10024c85 4   6    .rdata  utf8    x;x̠ blocks=Basic Latin,Combining Diacritical Marks
2258 0x00023698 0x10024c98 4   5    .rdata  ascii   4x$;
2259 0x000236ee 0x10024cee 5   7    .rdata  utf8    ֚x\L] blocks=Hebrew,Basic Latin
2260 0x000236ff 0x10024cff 5   8    .rdata  utf8    ŚcΑ/H blocks=Latin Extended-A,Basic Latin,Greek and Coptic
2261 0x00023743 0x10024d43 6   7    .rdata  ascii   ]>=H ^
2262 0x0002379e 0x10024d9e 4   6    .rdata  utf8    \ea@ܻ blocks=Basic Latin,Syriac
2263 0x000237cf 0x10024dcf 4   6    .rdata  utf8    Ʒ[i\a blocks=Latin Extended-B,Basic Latin
2264 0x000237fc 0x10024dfc 4   6    .rdata  utf8    `ʌgL blocks=Basic Latin,IPA Extensions
2265 0x00023802 0x10024e02 4   5    .rdata  ascii   nhJi
2266 0x0002381d 0x10024e1d 8   9    .rdata  ascii   ('&vH\rid
2267 0x00023830 0x10024e30 4   5    .rdata  ascii   2.A\f
2268 0x00023886 0x10024e86 4   5    .rdata  ascii   ~wj$
2269 0x000238b8 0x10024eb8 5   6    .rdata  ascii   VdmHG
2270 0x000238be 0x10024ebe 8   9    .rdata  ascii   `G16U*Q4
2271 0x000238cc 0x10024ecc 4   5    .rdata  ascii   |v k
2272 0x000238f5 0x10024ef5 4   5    .rdata  ascii   PIi\n
2273 0x00023936 0x10024f36 4   5    .rdata  ascii   \aN0G
2274 0x0002396f 0x10024f6f 4   5    .rdata  ascii   ujc7
2275 0x0002398f 0x10024f8f 5   6    .rdata  ascii   E^\n\v\b
2276 0x000239a8 0x10024fa8 5   6    .rdata  ascii   -II_Y
2277 0x000239cd 0x10024fcd 5   7    .rdata  utf8    ]1mҺA blocks=Basic Latin,Cyrillic
2278 0x000239f9 0x10024ff9 4   5    .rdata  ascii   6?=H
2279 0x00023a6a 0x1002506a 5   6    .rdata  ascii   !\t\b8y
2280 0x00023aa3 0x100250a3 4   5    .rdata  ascii   ]t=^
2281 0x00023ab1 0x100250b1 5   7    .rdata  utf8    α*97Z blocks=Greek and Coptic,Basic Latin
2282 0x00023abf 0x100250bf 5   7    .rdata  utf8    sz\f~Ƀ blocks=Basic Latin,Latin Extended-B
2283 0x00023af2 0x100250f2 5   7    .rdata  utf8    Vw\ͤ+ blocks=Basic Latin,Combining Diacritical Marks
2284 0x00023b2d 0x1002512d 5   6    .rdata  ascii   Vxw{V
2285 0x00023b33 0x10025133 7   10   .rdata  utf8    :he`ÔE֗ blocks=Basic Latin,Latin-1 Supplement,Hebrew
2286 0x00023b55 0x10025155 5   6    .rdata  ascii   \a)~Y\a
2287 0x00023b7f 0x1002517f 4   5    .rdata  ascii   gi)L
2288 0x00023bbc 0x100251bc 5   6    .rdata  ascii   Gi;5N
2289 0x00023bed 0x100251ed 5   6    .rdata  ascii   ,g?\r/
2290 0x00023c03 0x10025203 4   6    .rdata  utf8    KA<W
2291 0x00023c51 0x10025251 4   7    .rdata  utf8    ΥؕW+ blocks=Greek and Coptic,Arabic,Basic Latin
2292 0x00023d0d 0x1002530d 6   7    .rdata  ascii   LT&d,<
2293 0x00023d58 0x10025358 5   7    .rdata  utf8    b\n\eاF blocks=Basic Latin,Arabic
2294 0x00023d66 0x10025366 4   5    .rdata  ascii   IA-;
2295 0x00023dd5 0x100253d5 4   7    .rdata  utf8    ߌчl' blocks=NKo,Cyrillic,Basic Latin
2296 0x00023de2 0x100253e2 5   6    .rdata  ascii   =LxT@
2297 0x00023e05 0x10025405 4   7    .rdata  utf8    *E퉥S blocks=Basic Latin,Hangul Syllables
2298 0x00023e58 0x10025458 4   5    .rdata  ascii   YGbM
2299 0x00023eae 0x100254ae 4   5    .rdata  ascii   & I8
2300 0x00023f14 0x10025514 4   5    .rdata  ascii   %Ph]
2301 0x00023f65 0x10025565 4   5    .rdata  ascii   \eF",
2302 0x00023f80 0x10025580 4   5    .rdata  ascii   C?=+
2303 0x00023f92 0x10025592 4   5    .rdata  ascii   \n"9_
2304 0x00023f9c 0x1002559c 4   6    .rdata  utf8    7n۸: blocks=Basic Latin,Arabic
2305 0x00023fc4 0x100255c4 4   5    .rdata  ascii   \vE(\a
2306 0x00023ff4 0x100255f4 5   8    .rdata  utf8    \v\nҪ7۬ blocks=Basic Latin,Cyrillic,Arabic
2307 0x0002400e 0x1002560e 4   5    .rdata  ascii   `IS]
2308 0x00024027 0x10025627 6   7    .rdata  ascii   W8*\EE
2309 0x0002406c 0x1002566c 4   5    .rdata  ascii   (+df
2310 0x00024074 0x10025674 4   6    .rdata  utf8    dδLz blocks=Basic Latin,Greek and Coptic
2311 0x000240a9 0x100256a9 5   6    .rdata  ascii   c3B \e
2312 0x000240f2 0x100256f2 4   5    .rdata  ascii   CzqX
2313 0x0002411a 0x1002571a 4   7    .rdata  utf8    힣\O( blocks=Hangul Syllables,Basic Latin
2314 0x00024135 0x10025735 5   7    .rdata  utf8    Ǘ?y)X blocks=Latin Extended-B,Basic Latin
2315 0x00024145 0x10025745 8   10   .rdata  utf8    Q]Wk[ŷM7 blocks=Basic Latin,Latin Extended-A
2316 0x000241cc 0x100257cc 5   6    .rdata  ascii   (i\f!V
2317 0x000241fe 0x100257fe 4   5    .rdata  ascii   [W`z
2318 0x00024225 0x10025825 4   5    .rdata  ascii   6f{%
2319 0x0002423b 0x1002583b 5   6    .rdata  ascii   TBd(\
2320 0x00024295 0x10025895 4   5    .rdata  ascii   '*`y
2321 0x000242a8 0x100258a8 5   6    .rdata  ascii   CeH~g
2322 0x000242ae 0x100258ae 4   5    .rdata  ascii   Oi$J
2323 0x000242c3 0x100258c3 4   5    .rdata  ascii   e\nr|
2324 0x0002430f 0x1002590f 7   8    .rdata  ascii   h\aA9\n'
2325 0x00024321 0x10025921 4   5    .rdata  ascii   a)\n\n
2326 0x0002433c 0x1002593c 4   5    .rdata  ascii   25a?
2327 0x0002435c 0x1002595c 5   7    .rdata  utf8    ڌvaH0 blocks=Arabic,Basic Latin
2328 0x00024371 0x10025971 4   5    .rdata  ascii   {=fH
2329 0x000243af 0x100259af 7   8    .rdata  ascii   d6C1@%%
2330 0x000243bd 0x100259bd 4   5    .rdata  ascii   NI\tK
2331 0x000243e5 0x100259e5 4   6    .rdata  utf8    ƅn#1 blocks=Latin Extended-B,Basic Latin
2332 0x00024408 0x10025a08 5   9    .rdata  utf8    媤a&n? blocks=CJK Unified Ideographs,Basic Latin
2333 0x00024418 0x10025a18 4   5    .rdata  ascii   &xuc
2334 0x00024489 0x10025a89 6   7    .rdata  ascii   cLc8,$
2335 0x00024521 0x10025b21 4   5    .rdata  ascii   *\bC-
2336 0x00024536 0x10025b36 4   5    .rdata  ascii   Y"6*
2337 0x00024561 0x10025b61 5   6    .rdata  ascii   y9&O7
2338 0x0002457b 0x10025b7b 4   5    .rdata  ascii   Hx`$
2339 0x0002459f 0x10025b9f 4   5    .rdata  ascii   SJO?
2340 0x000245af 0x10025baf 5   6    .rdata  ascii   v\tTo|
2341 0x0002460f 0x10025c0f 5   6    .rdata  ascii   v&q\ve
2342 0x0002463f 0x10025c3f 5   8    .rdata  utf8    F:eקϙ blocks=Basic Latin,Hebrew,Greek and Coptic
2343 0x0002464b 0x10025c4b 4   5    .rdata  ascii   j0|f
2344 0x00024657 0x10025c57 4   5    .rdata  ascii   M@I:
2345 0x0002466d 0x10025c6d 6   7    .rdata  ascii   <wjtn=
2346 0x000246cb 0x10025ccb 5   7    .rdata  utf8    N!ώfS blocks=Basic Latin,Greek and Coptic
2347 0x0002470c 0x10025d0c 4   5    .rdata  ascii   06*=
2348 0x0002477e 0x10025d7e 5   6    .rdata  ascii   \fkKjN
2349 0x000247b9 0x10025db9 4   5    .rdata  ascii   0PaU
2350 0x000247cd 0x10025dcd 4   5    .rdata  ascii   K`2d
2351 0x00024812 0x10025e12 4   5    .rdata  ascii   Kbrq
2352 0x000248dc 0x10025edc 4   6    .rdata  utf8    Ǿ\t1\ blocks=Latin Extended-B,Basic Latin
2353 0x00024911 0x10025f11 4   5    .rdata  ascii   c<Yr
2354 0x000249c7 0x10025fc7 4   5    .rdata  ascii   :Poj
2355 0x00024a96 0x10026096 5   8    .rdata  utf8    O⩘VC/ blocks=Basic Latin,Supplemental Mathematical Operators
2356 0x00024b01 0x10026101 4   5    .rdata  ascii   h\n+\
2357 0x00024b61 0x10026161 6   7    .rdata  ascii   v<m\e6j
2358 0x00024b7b 0x1002617b 4   7    .rdata  utf8    á_:̆ blocks=Latin-1 Supplement,Basic Latin,Combining Diacritical Marks
2359 0x00024b8c 0x1002618c 4   5    .rdata  ascii   vI='
2360 0x00024b92 0x10026192 5   7    .rdata  utf8    ђ!^Ov blocks=Cyrillic,Basic Latin
2361 0x00024bb2 0x100261b2 5   6    .rdata  ascii   g_l8g
2362 0x00024c86 0x10026286 5   6    .rdata  ascii   Rm\a7j
2363 0x00024cc1 0x100262c1 5   6    .rdata  ascii   p[|m7
2364 0x00024d28 0x10026328 4   5    .rdata  ascii   Xht%
2365 0x00024d9f 0x1002639f 6   7    .rdata  ascii   WElJ_)
2366 0x00024dc7 0x100263c7 4   5    .rdata  ascii   aR`&
2367 0x00024dfd 0x100263fd 4   6    .rdata  utf8    ÖJ\r` blocks=Latin-1 Supplement,Basic Latin
2368 0x00024e0c 0x1002640c 4   5    .rdata  ascii   >t[L
2369 0x00024e2f 0x1002642f 6   8    .rdata  utf8    \n2!Wcl
2370 0x00024e39 0x10026439 4   5    .rdata  ascii   `o`9
2371 0x00024e49 0x10026449 5   6    .rdata  ascii   +wP\ns
2372 0x00024e69 0x10026469 7   8    .rdata  ascii   M9UHr'J
2373 0x00024e77 0x10026477 5   6    .rdata  ascii   `+XE*
2374 0x00024e9e 0x1002649e 6   8    .rdata  utf8    1 ]lFܯ blocks=Basic Latin,Syriac
2375 0x00024ec5 0x100264c5 4   6    .rdata  utf8    תU8' blocks=Hebrew,Basic Latin
2376 0x00024f71 0x10026571 8   10   .rdata  utf8    Vˉk9\vFbQ blocks=Basic Latin,Spacing Modifier Letters
2377 0x00024f97 0x10026597 8   9    .rdata  ascii   Q3O\tHL~t
2378 0x00024fa3 0x100265a3 4   8    .rdata  utf8    `:̓ʽ blocks=Basic Latin,Combining Diacritical Marks,Spacing Modifier Letters
2379 0x00024fbd 0x100265bd 5   6    .rdata  ascii   Ms`c'
2380 0x00024fd1 0x100265d1 4   8    .rdata  utf8    tś꺤O blocks=Basic Latin,Latin Extended-A,Hangul Syllables
2381 0x0002502e 0x1002662e 4   6    .rdata  utf8    :շha blocks=Basic Latin,Armenian
2382 0x00025037 0x10026637 5   6    .rdata  ascii   p2:~"
2383 0x00025070 0x10026670 5   6    .rdata  ascii   v\tKbr
2384 0x0002507b 0x1002667b 4   6    .rdata  utf8    C7Љ$ blocks=Basic Latin,Cyrillic
2385 0x00025099 0x10026699 5   6    .rdata  ascii   O\b$\ty
2386 0x000250de 0x100266de 4   5    .rdata  ascii   ;-36
2387 0x000250f9 0x100266f9 4   6    .rdata  utf8    \rDоo blocks=Basic Latin,Cyrillic
2388 0x00025139 0x10026739 4   6    .rdata  utf8    \ފ=n blocks=Basic Latin,Thaana
2389 0x0002513f 0x1002673f 4   5    .rdata  ascii   \ai_D
2390 0x0002514c 0x1002674c 5   6    .rdata  ascii   jE;}t
2391 0x00025196 0x10026796 4   5    .rdata  ascii   apj~
2392 0x000251bb 0x100267bb 5   8    .rdata  utf8    u逖\fh@ blocks=Basic Latin,CJK Unified Ideographs
2393 0x0002522d 0x1002682d 4   5    .rdata  ascii   UQ\rn
2394 0x0002525d 0x1002685d 4   5    .rdata  ascii   . hd
2395 0x00025265 0x10026865 5   6    .rdata  ascii   \R\rv(
2396 0x00025283 0x10026883 6   8    .rdata  utf8    @\rƶ5ju blocks=Basic Latin,Latin Extended-B
2397 0x0002529f 0x1002689f 5   6    .rdata  ascii   ~T**G
2398 0x000252c1 0x100268c1 4   5    .rdata  ascii   bxXD
2399 0x000252d3 0x100268d3 4   6    .rdata  utf8    T͜:Y blocks=Basic Latin,Combining Diacritical Marks
2400 0x000252e8 0x100268e8 4   7    .rdata  utf8    \b"啯~ blocks=Basic Latin,CJK Unified Ideographs
2401 0x00025323 0x10026923 4   5    .rdata  ascii   NVmU
2402 0x0002532a 0x1002692a 5   6    .rdata  ascii   .`aki
2403 0x00025348 0x10026948 4   6    .rdata  utf8    B&ΆF blocks=Basic Latin,Greek and Coptic
2404 0x00025359 0x10026959 4   5    .rdata  ascii   \vP`x
2405 0x000253ad 0x100269ad 6   9    .rdata  utf8    ㎔vq4cr blocks=CJK Compatibility,Basic Latin
2406 0x000253d2 0x100269d2 6   9    .rdata  utf8    Kbr\tM㩒 blocks=Basic Latin,CJK Unified Ideographs Extension A
2407 0x000253e4 0x100269e4 4   6    .rdata  utf8    C~ږ` blocks=Basic Latin,Arabic
2408 0x00025460 0x10026a60 4   5    .rdata  ascii   z!H4
2409 0x000254a2 0x10026aa2 5   6    .rdata  ascii   i:C-U
2410 0x000254c0 0x10026ac0 4   5    .rdata  ascii   :!I@
2411 0x000254f1 0x10026af1 4   5    .rdata  ascii   ]Kbr
2412 0x00025551 0x10026b51 4   5    .rdata  ascii   PKbr
2413 0x0002559d 0x10026b9d 5   6    .rdata  ascii   D'H9!
2414 0x000255b1 0x10026bb1 6   7    .rdata  ascii   JKbr!_
2415 0x00025612 0x10026c12 5   6    .rdata  ascii   KbruO
2416 0x00025979 0x10026f79 5   6    .rdata  ascii   \fTzm.
2417 0x000259a1 0x10026fa1 6   7    .rdata  ascii   w4Ns&@
2418 0x000259bf 0x10026fbf 4   5    .rdata  ascii   =:&@
2419 0x00025a21 0x10027021 4   5    .rdata  ascii   @41t
2420 0x00025a81 0x10027081 6   7    .rdata  ascii   C5Pt&C
2421 0x00025aba 0x100270ba 4   5    .rdata  ascii   .D7\b
2422 0x00025ac1 0x100270c1 4   5    .rdata  ascii   j4+s
2423 0x00025b42 0x10027142 4   6    .rdata  utf8    @π-` blocks=Basic Latin,Greek and Coptic
2424 0x00025b58 0x10027158 4   6    .rdata  utf8    ߙV*o blocks=NKo,Basic Latin
2425 0x00025b7f 0x1002717f 6   7    .rdata  ascii   %<m=v|
2426 0x00025bd9 0x100271d9 4   5    .rdata  ascii   \nNsg
2427 0x00025d56 0x10027356 5   8    .rdata  utf8    O⩐\t]E blocks=Basic Latin,Supplemental Mathematical Operators
2428 0x00025e05 0x10027405 4   5    .rdata  ascii   PF@K
2429 0x00025e18 0x10027418 33  68   .rdata  utf16le webRPChromewherewintoWebRTC.75are
2430 0x00025e5c 0x1002745c 16  34   .rdata  utf16le swapplications,g
2431 0x00025e7e 0x1002747e 16  34   .rdata  utf16le qmemorydetailsdG
2432 0x00025ea0 0x100274a0 18  38   .rdata  utf16le provider.catalogWh
2433 0x00025ec6 0x100274c6 16  34   .rdata  utf16le justyankeesor4to
2434 0x00025ee8 0x100274e8 25  52   .rdata  utf16le kreplacedshowingBssixaasq
2435 0x00025f1c 0x1002751c 20  42   .rdata  utf16le suchlvvlaurenFusing5
2436 0x00025f46 0x10027546 15  32   .rdata  utf16le na0.69%Chandabr
2437 0x00025f66 0x10027566 8   18   .rdata  utf16le wThejZfk
2438 0x00025f78 0x10027578 32  66   .rdata  utf16le is3standardizationNmaggieVwasthe
2439 0x00025fba 0x100275ba 22  46   .rdata  utf16le ownpblockingoutsideCI9
2440 0x00025fe8 0x100275e8 28  58   .rdata  utf16le enwinston0yevenyyAdeprecated
2441 0x00026022 0x10027622 24  50   .rdata  utf16le adsweetandFlashaReleasej
2442 0x00026054 0x10027654 9   20   .rdata  utf16le cycles.7H
2443 0x00026068 0x10027668 11  24   .rdata  utf16le M(InspectRj
2444 0x00026080 0x10027680 14  30   .rdata  utf16le OBtheWyturnedJ
2445 0x0002609e 0x1002769e 21  44   .rdata  utf16le wcrasheswbuilding6jOE
2446 0x000260ca 0x100276ca 10  22   .rdata  utf16le theBa3Zxis
2447 0x000260e0 0x100276e0 10  22   .rdata  utf16le F8security
2448 0x000260f6 0x100276f6 15  32   .rdata  utf16le PpackersK2008.2
2449 0x00026116 0x10027716 21  44   .rdata  utf16le them.1658builds,dueof
2450 0x00026142 0x10027742 13  28   .rdata  utf16le L(whichrlandO
2451 0x0002615e 0x1002775e 29  60   .rdata  utf16le WebuextensiontnNbuilt-in).142
2452 0x0002619a 0x1002779a 11  24   .rdata  utf16le jasperaSnjq
2453 0x000261b2 0x100277b2 37  76   .rdata  utf16le iwantu123321starwarsmr0enhancedLeaked
2454 0x000261fe 0x100277fe 23  48   .rdata  utf16le Jcamaro3ZOnrCjenniferRP
2455 0x0002622e 0x1002782e 21  44   .rdata  utf16le guimplementedT.austin
2456 0x0002625a 0x1002785a 22  46   .rdata  utf16le Chromed7(discontinued)
2457 0x00026288 0x10027888 22  46   .rdata  utf16le UAAApplication09Ewhile
2458 0x000262b6 0x100278b6 20  42   .rdata  utf16le p5MBoardThekcarlosxf
2459 0x000262e0 0x100278e0 24  50   .rdata  utf16le Nytterminate2008provides
2460 0x00026312 0x10027912 25  52   .rdata  utf16le RusersLocalhousegXrelease
2461 0x00026346 0x10027946 18  38   .rdata  utf16le NonlybuildableIjvP
